序號,行政區,里別,據點名稱,據點類型,據點地址,聯絡電話,lat,lon
310,北投區,文化里,臺北市北投區硫磺谷社區發展協會,社區照顧關懷據點 6-7時段,臺北市北投區稻香里稻香路81號6樓(稻香區民活動 中心)及臺北市北投區文化里文化三路48號1樓(文化 里),0910-412056,25.1409183,121.4893742
311,北投區,文林里,臺北市北投區文林里辦公處,社區照顧關懷據點 4-5時段,臺北市北投區文林里致遠一路1段9號;致遠一路1段 10巷8號1樓(H66教會),02-28231156,25.1075163,121.5176127
312,北投區,永和里,臺北市北投區幸福永和社區發展協會,社區照顧關懷據點 6-7時段,臺北市北投區永和里行義路63號,0928-868298,25.1262348,121.5279581
313,北投區,永和里,臺北市北投區永和社區發展協會,社區照顧關懷據點 6-7時段,臺北市北投區永和里行義路138-1號1樓,0910-069290,25.129609,121.528045
314,北投區,永明里,台北市石牌長青會(永明里),社區照顧關懷據點 4-5時段,臺北市北投區永明里義理街65號1樓,02-28922000 0901-276276,25.1174104,121.5156847
315,北投區,石牌里,臺北市北投區我愛石牌社區發展協會,社區照顧關懷據點 6-7時段,臺北市北投區石牌里建民路116巷13號,0921-895893,25.109843,121.517891
316,北投區,石牌里,臺北市北投區新石牌社區發展協會,社區照顧關懷據點 8-9時段,臺北市北投區石牌里自強街120巷15弄8號,0919-252656,25.1103163,121.5162782
317,北投區,立農里,社團法人台灣守護有祢生命關懷協會 (守護八禱小站),社區照顧關懷據點 4-5時段,臺北市北投區立農里吉利街231號1樓,0983-108777,25.1190201,121.509483
318,北投區,立農里,臺北市北投區立農國民小學,社區照顧關懷據點 樂齡學堂,臺北市北投區立農里立農街1段250號,02-28210702#502,25.1200209,121.5048034
319,北投區,立賢里,臺北市北投區立群社區發展協會,社區照顧關懷據點 8-9時段,臺北市北投區立賢里尊賢街251巷18號1樓(里民活 動場所),02-28225613,25.1177274,121.5055735
320,北投區,吉利里,臺北市北投區吉利里辦公處,社區照顧關懷據點 2-3時段,臺北市北投區吉利里石牌路1段39巷100號1樓及5樓 (臺北市北投運動中心),0928-965310,25.1165006,121.5098316
321,北投區,吉利里,社團法人國際奔享體驗教育發展協會 (吉利真光),社區照顧關懷據點 8-9時段,臺北市北投區吉利里石牌路1段39巷80弄41號1樓,02-28288884,25.1133685,121.510814
322,北投區,吉利里,臺北市北投區石牌國民小學,社區照顧關懷據點 樂齡學堂,臺北市北投區吉利里致遠二路80號,02-28227484#553,25.1156862,121.5117748
323,北投區,吉慶里,社團法人國際奔享體驗教育發展協會 (新白石),社區照顧關懷據點 4-5時段,臺北市北投區吉慶里實踐街48巷3號1樓,02-28288884,25.1149642,121.5092088
324,北投區,吉慶里,社團法人台北市北投區吉慶社區發展 協會,社區照顧關懷據點 6-7時段,臺北市北投區吉慶里致遠二路61巷2-2號1、2樓,02-28282002,25.1149658,121.5114263
325,北投區,秀山里,臺北市北投區秀山社區發展協會,社區照顧關懷據點 4-5時段,臺北市北投區秀山里中和街502巷2弄11號1樓,0933-856288,25.1456211,121.4948349
326,北投區,奇岩里,北投老人服務中心(臺北市政府委託 社團法人中華民國士林靈糧堂社會福 利協會經營管理),社區照顧關懷據點 功能型(老服中心),臺北市北投區奇岩里三合街1段119號6樓,02-28930572,25.1272873,121.5066023
327,北投區,林泉里,財團法人台北市北投文化基金會,社區照顧關懷據點 6-7時段,臺北市北投區林泉里中山路5-12號,02-28917453,25.1377692,121.5089248
328,北投區,長安里,台北市石牌長青會,社區照顧關懷據點 10個時段,臺北市北投區長安里中央北路1段12號3樓及4樓,02-28922200,25.1328975,121.475307
329,北投區,建民里,臺北市北投區建民里辦公處,社區照顧關懷據點 4-5時段,臺北市北投區建民里文林北路36號,0906-905025,25.1047321,121.5188032
330,北投區,建民里,台北市北投青溪協會(建民里),社區照顧關懷據點 4-5時段,臺北市北投區建民里文林北路80巷38弄2號1樓,02-28922200,25.1057028,121.518841
331,北投區,泉源里,台北市北投區泉源社區發展協會,社區照顧關懷據點 2-3時段,臺北市北投區泉源里東昇路45之5號;東昇路12巷 2-12號1.2樓,0920-883960,25.1462018,121.5229085
332,北投區,泉源里,臺北市北投區泉源里辦公處,社區照顧關懷據點 4-5時段,臺北市北投區泉源里東昇路80號旁,0928-965556,25.1554824,121.529373
333,北投區,洲美里,社團法人中華健康美好生活協會(洲 美),社區照顧關懷據點 6-7時段,臺北市北投區洲美里福美路207號,0910-302055,25.1002936,121.5050509
334,北投區,振華里,臺北市北投區振華社區發展協會,社區照顧關懷據點 6-7時段,臺北市北投區振華里裕民一路40巷37號1樓,02-28236110,25.1152229,121.517753
335,北投區,桃源里,臺北市北投區桃源里辦公處,社區照顧關懷據點 2-3時段,臺北市北投區桃源里中央北路3段40巷7號,0928-965521,25.1386786,121.4858238
336,北投區,清江里,臺北市北投區清江社區發展協會,社區照顧關懷據點 8-9時段,臺北市北投區清江里清江路201號，清江路218號 1、2樓,02-28922543,25.127206,121.5017293
337,北投區,尊賢里,社團法人台北市北投區尊賢社區發展 協會,社區照顧關懷據點 4-5時段,臺北市北投區尊賢里尊賢街302巷19號1樓,0927-955059,25.1181539,121.507691
338,北投區,智仁里,臺北市北投區智仁里辦公處,社區照顧關懷據點 2-3時段,臺北市北投區智仁里杏林二路74巷3號,0928-965393,25.142925,121.495911
339,北投區,湖山里,臺北市北投區湖山里辦公處,社區照顧關懷據點 2-3時段,臺北市北投區湖山里紗帽路128號(中山新村),0932-923070,25.1511939,121.5468823
340,北投區,開明里,臺北市北投區開明社區發展協會,社區照顧關懷據點 4-5時段,臺北市北投區開明里永興路2段8號,0912-818252,25.134963,121.504925
341,北投區,溫泉里,社團法人台灣多元社會福利協會(溫 馨園),社區照顧關懷據點 8-9時段,臺北市北投區溫泉里溫泉路68-10號,02-28927001,25.134963,121.504925
342,北投區,裕民里,社團法人台灣愛喜樂關懷協會,社區照顧關懷據點 6-7時段,臺北市北投區裕民里明德路161號1樓及地下2樓方 舟教室,02-28224466,25.1114677,121.5206635
343,北投區,榮光里,臺北市北投區榮光社區發展協會,社區照顧關懷據點 6-7時段,臺北市北投區榮光里石牌路1段166巷43弄15號,0910-911378,25.1133685,121.510814
344,北投區,榮華里,台北市石牌全人關懷協會,社區照顧關懷據點 6-7時段,臺北市北投區榮華里明德路281號1樓、臺北市北投 區榮華里明德路283號2樓,0956-728508,25.1150161,121.5221883
345,北投區,榮華里,臺北市北投區明德國民小學,社區照顧關懷據點 樂齡學堂,臺北市北投區榮華里明德路190號,02-28229651#1403,25.1123077,121.5219348
346,北投區,福興里,台北市北投區福興社區發展協會,社區照顧關懷據點 6-7時段,臺北市北投區福興里自強街5巷22號,0955-404968,25.1104864,121.5124209
347,北投區,稻香里,社團法人國際奔享體驗教育發展協會 (稻香真光),社區照顧關懷據點 10個時段,臺北市北投區稻香里稻香路85號1樓,02-28288884,25.1409522,121.4888625
348,北投區,稻香里,臺北市北投區新稻香社區發展協會,社區照顧關懷據點 2-3時段,臺北市北投區稻香里稻香路81號6樓(稻香區民活動 中心-大會場),0989-089138,25.1409183,121.4893742
349,北投區,稻香里,社團法人台灣守護有祢生命關懷協會 (守護復興崗小站),社區照顧關懷據點 4-5時段,臺北市北投區稻香里稻香路81號6樓(第一教室),0983-108777,25.1409231,121.4892943
350,北投區,豐年里,臺北市北投區豐年里辦公處,社區照顧關懷據點 2-3時段,臺北市北投區豐年里中央北路2段95巷1弄1號1樓,0928-965509,25.1364918,121.4953081
351,北投區,豐年里,台灣運動健康科學學會,社區照顧關懷據點 4-5時段,臺北市北投區豐年里大業路527巷33號2樓,02-28922200,25.137377,121.4911964
352,北投區,關渡里,財團法人基督教拿撒勒人會(關渡據 點),社區照顧關懷據點 4-5時段,臺北市北投區關渡里知行路260巷26號,0975-661071,25.1208389,121.4683428
353,北投區,關渡里,臺北市樂活關渡健康促進協會,社區照顧關懷據點 功能型(老服中心),台北市北投區關渡里知行路212號(關渡國中5樓教 室),02-28587000#6000,25.1198994,121.4671378
354,松山區,三民里,財團法人台北市民生社區基督教會,社區照顧關懷據點 4-5時段,臺北市松山區三民里民生東路5段138巷3號3樓之7,0901-355104,25.059321,121.562048
355,松山區,中正里,臺北市松山區中正里辦公處,社區照顧關懷據點 6-7時段,臺北市松山區中正里長安東路2段229號12樓,0937-031518,25.0483776,121.5274187
356,松山區,中華里,社團法人台灣頌恩活力協會,社區照顧關懷據點 4-5時段,臺北市松山區中華里敦化北路145巷30號1樓,02-87122215,25.0539137,121.5520339
357,松山區,民福里,財團法人弘道老人福利基金會(松山),社區照顧關懷據點 6-7時段,臺北市松山區民福里復興北路451號1樓,02-66131314,25.0639844,121.544483
358,松山區,吉仁里,社團法人台北市銀髮族協會(吉仁),社區照顧關懷據點 2-3時段,臺北市松山區吉仁里八德路3段76號3樓之1,0958-526511,25.0478728,121.5527439
359,松山區,吉祥里,財團法人中華民國佛教慈濟慈善事業 基金會(松山聯絡處),社區照顧關懷據點 4-5時段,臺北市松山區吉祥里008鄰南京東路5段188號16樓,02-82281628分機56,25.0518277,121.5574266
360,松山區,安平里,財團法人中華基督教衛理公會恩友堂,社區照顧關懷據點 6-7時段,臺北市松山區安平里寶清街123號,02-27670760,25.0541612,121.5675772
361,松山區,安平里,社團法人台北市銀髮族協會(松山),社區照顧關懷據點 6-7時段,臺北市松山區安平里寶清街42號1樓、2樓,0958-526511,25.0531716,121.5676076
362,松山區,安平里,臺北市松山區安平社區發展協會,社區照顧關懷據點 6-7時段,臺北市松山區安平里寶清街42號1樓、2樓,02-87806411,25.0531716,121.5676076
363,松山區,自強里,社團法人中國老人教育協會,社區照顧關懷據點 8-9時段,臺北市松山區自強里三民路35巷9號1、2樓(一樓活 動中心，二樓健安新城),02-27565010,25.0551954,121.5624655
364,松山區,自強里,社團法人台北市長期照護發展協會,社區照顧關懷據點 8-9時段,臺北市松山區自強里三民路35巷9號1樓,02-27420058,25.0551954,121.5624655
365,松山區,東光里,世界潘氏宗親總會,社區照顧關懷據點 4-5時段,臺北市松山區東光里南京東路5段29之3號3樓,02-27678497,25.0518277,121.5574266
366,松山區,東勢里,社團法人台北市向日葵慈善協會,社區照顧關懷據點 10個時段,臺北市松山區東勢里南京東路4段133巷7弄9號1 樓、7號1樓,02-87706501#22,25.0518,121.5553991
367,松山區,東勢里,臺北市松山區東勢里辦公處,社區照顧關懷據點 6-7時段,臺北市松山區東勢里南京東路4段133巷8弄17號,0988-179575,25.0513931,121.5546859
368,松山區,東勢里,社團法人台北市光鹽關懷發展協會,社區照顧關懷據點 6-7時段,臺北市松山區東勢里南京東路4段107號12樓,02-27123242,25.0518739,121.5546651
369,松山區,東榮里,臺北市松山區松榮社區發展協會,社區照顧關懷據點 4-5時段,臺北市松山區東榮里民生東路5段69巷3號1樓,0928-107976,25.0596389,121.558347
370,松山區,東榮里,社團法人台北市二村基石關懷協會,社區照顧關懷據點 8-9時段,臺北市松山區東榮里民生東路5段69巷2弄10號、12 號,02-27632002,25.0597046,121.5584521
371,松山區,松基里,臺北市松山區松基里辦公處,社區照顧關懷據點 4-5時段,臺北市松山區松基里長春路339巷2號B1,0988-179579,25.0552103,121.5452241
372,松山區,美仁里,臺北市體適能指導工作人員職業工會,社區照顧關懷據點 4-5時段,臺北市松山區美仁里敦化北路3號(舞蹈教室),02-28922200,25.0496452,121.5524318
373,松山區,美仁里,私立育達高級中等學校,社區照顧關懷據點 樂齡學堂,臺北市松山區寧安街12號,02-25706767#209,25.0497295,121.5541936
374,松山區,莊敬里,社團法人愛樂福關懷文創發展協會,社區照顧關懷據點 6-7時段,臺北市松山區莊敬里撫遠街367巷4號1樓,0972-866848,25.0638126,121.5661322
375,松山區,富錦里,中華樂活推廣協會,社區照顧關懷據點 4-5時段,臺北市松山區富錦里三民路136巷3號1樓,0937-073980,25.0606379,121.563667
376,松山區,復建里,臺北市松山區建源社區發展協會,社區照顧關懷據點 6-7時段,臺北市松山區復建里八德路3段158巷7弄20號(復建 區民活動中心)、八德路3段158巷7弄47號,02-25791689,25.0473377,121.5560781
377,松山區,復盛里,臺北市松山區復盛里辦公處,社區照顧關懷據點 2-3時段,臺北市松山區復盛里市民大道5段99-2號 99-4號,02-87878787轉846,25.0477764,121.5613993
378,松山區,復勢里,財團法人伊甸社會福利基金會,社區照顧關懷據點 6-7時段,臺北市松山區復勢里八德路3段155巷4弄35號1樓,02-25702560,25.0489529,121.5557307
379,松山區,復勢里,財團法人雙福社會福利慈善事業基金 會(蒙恩),社區照顧關懷據點 6-7時段,臺北市松山區復勢里光復北路112號8樓,0921-962292,25.0508432,121.5576923
380,松山區,復勢里,財團法人台北市私立永年社會福利慈 善基金會,社區照顧關懷據點 6-7時段,臺北市松山區復勢里光復北路80巷1號1樓,02-25786677轉2232,25.0501986,121.5574079
381,松山區,復源里,財團法人台北市基督教美仁浸信會,社區照顧關懷據點 2-3時段,臺北市松山區復源里八德路3段106巷106號,02-25792065,25.0450315,121.5541707
382,松山區,敦化里,台北市松山區敦化社區發展協會,社區照顧關懷據點 4-5時段,臺北市松山區敦化里八德路3段12巷52弄2-1號,0918-060287,25.0463835,121.550358
383,松山區,慈祐里,臺北市松山區慈祐里辦公處,社區照顧關懷據點 6-7時段,臺北市松山區慈祐里八德路4段580號1樓,0988-587216,25.0496853,121.5720034
384,松山區,慈祐里,財團法人臺北市松年長春社會福利基 金會(松山),社區照顧關懷據點 8-9時段,臺北市松山區慈祐里饒河街105號1樓、2樓、3樓,0983-180401,25.0506047,121.573946
385,松山區,慈祐里,臺北市松山區松山國民小學,社區照顧關懷據點 樂齡學堂,臺北市松山區慈祐里八德路4段746號,02-27672907#643,25.0506966,121.5785624
386,松山區,新東里,臺北市松山區新東社區發展協會,社區照顧關懷據點 2-3時段,臺北市松山區新東里延壽街3號1樓,02-27664552,25.0574332,121.5690107
387,松山區,新聚里,臺北市松山區新聚里辦公處,社區照顧關懷據點 4-5時段,臺北市松山區新聚里南京東路5段374號,0988-179585,25.0515465,121.5696021
388,松山區,福成里,財團法人臺安基金會(基督復臨安息 日會松山教會),社區照顧關懷據點 6-7時段,臺北市松山區福成里敦化南路1段78號,02-27716823,25.047036,121.547877
389,松山區,精忠里,臺北市松山區精忠里辦公處,社區照顧關懷據點 4-5時段,臺北市松山區精忠里民生東路4段133號1樓,0935-934403,25.057634,121.5376951
390,松山區,龍田里,臺北市松山區龍田里辦公處,社區照顧關懷據點 2-3時段,臺北市松山區龍田里光復北路230巷21號地下1樓,0988-179571,25.056174,121.5554837
391,松山區,鵬程里,財團法人台灣省私立健順養護中心 (松山老人服務暨日間照顧中心),社區照顧關懷據點 2-3時段,臺北市松山區鵬程里健康路317號1樓,02-27685636,25.0544773,121.5663145
392,信義區,三張里,財團法人台北市基督教全人福利事業 基金會(吳興教會),社區照顧關懷據點 8-9時段,臺北市信義區三張里吳興街269巷18弄4、6、8號,0938-390201,25.0271274,121.5646957
393,信義區,三張里,臺北市信義區吳興國民小學,社區照顧關懷據點 樂齡學堂,臺北市信義區三張里松仁路226號,02-27200226#67,25.025376,121.5678611
394,信義區,三犁里,臺北市信義區三犁里辦公處,社區照顧關懷據點 4-5時段,臺北市信義區三犁里信義路5段150巷14弄6號1樓,0932-784861,25.0284117,121.5694235
395,信義區,大仁里,臺北市信義區老人服務中心(中華民 國紅心字會),社區照顧關懷據點 6-7時段,臺北市信義區大仁里大道路116號5樓之3,02-87870300,25.03777,121.5813853
396,信義區,大道里,臺北市信義區大道里辦公處,社區照顧關懷據點 4-5時段,臺北市信義區大道里忠孝東路5段790巷62弄4號,0933-720485,25.0409747,121.5832672
397,信義區,大道里,臺北市基督教新榮耀堂福音協進會,社區照顧關懷據點 8-9時段,臺北市信義區大道里忠孝東路5段782號,0921-828764,25.0405415,121.566819
398,信義區,中行里,台北市君賀人本關懷協會,社區照顧關懷據點 6-7時段,臺北市信義區中行里福德街221巷15號(瑠公國 中),02-23278616,25.0370894,121.5854371
399,信義區,中行里,臺北市信義區中行里辦公處,社區照顧關懷據點 6-7時段,臺北市信義區中行里福德街268巷32號、臺北市信 義區大仁里大道路116號8樓。,0987-445009,25.039887,121.5857963
400,信義區,中坡里,社團法人台灣厝邊有愛關懷協會(中 坡教會),社區照顧關懷據點 6-7時段,臺北市信義區中坡里大道路127-1號,0909-053076,25.0391641,121.5835872
401,信義區,中坡里,社團法人台北市銀髮族協會(信義),社區照顧關懷據點 8-9時段,臺北市信義區中坡里中坡南路277號1樓,0958-526511,25.0388254,121.5842752
402,信義區,中興里,財團法人台北市中華基督教信義會 (復興堂),社區照顧關懷據點 4-5時段,臺北市信義區中興里信義路4段375號10樓之2,02-27200440,25.033297,121.5577964
403,信義區,中興里,台北市紅十字會,社區照顧關懷據點 8-9時段,臺北市信義區中興里信義路4段415號5樓之3,02-27583009,25.0333496,121.5593845
404,信義區,五全里,臺北市信義區五全里辦公處,社區照顧關懷據點 6-7時段,臺北市信義區五全里永吉路278巷1弄13號1樓,0921-126652,25.0450599,121.5746124
405,信義區,五常里,臺北市信義區五常里辦公處,社區照顧關懷據點 4-5時段,臺北市信義區五常里永吉路187巷6弄6號1樓,0925-198033,25.046545,121.5730038
406,信義區,六合里,臺北市信義區六合里辦公處,社區照顧關懷據點 2-3時段,臺北市信義區六合里松仁路240巷19號3樓,0900-605752,25.024319,121.5688427
407,信義區,六合里,臺北市信義區挹翠社區發展協會,社區照顧關懷據點 6-7時段,臺北市信義區六合里紫雲街23號1樓,02-27228636,25.0185873,121.5743968
408,信義區,四育里,臺北市信義區四育里辦公處,社區照顧關懷據點 4-5時段,臺北市信義區四育里松隆路290號1樓,0968-257802,25.0481409,121.5762374
409,信義區,四育里,臺北市立永吉國民中學,社區照顧關懷據點 樂齡學堂,臺北市信義區四育里松隆路161號,02-27649066#138,25.0477826,121.5730102
410,信義區,四維里,臺北市信義區四維里辦公處,社區照顧關懷據點 2-3時段,臺北市信義區四維里虎林街70巷1號1樓,0915-252215,25.0441982,121.5768646
411,信義區,正和里,財團法人雙福社會福利慈善事業基金 會(信義社區照顧關懷據點),社區照顧關懷據點 10個時段,臺北市信義區正和里光復南路443巷9號/臺北市信 義區正和里光復南路447-44號,0918-411278,25.0353556,121.5586661
412,信義區,正和里,臺北市信義區正和里辦公處,社區照顧關懷據點 4-5時段,臺北市信義區正和里仁愛路4段452巷3號,0939-415358,25.0370364,121.559344
413,信義區,永吉里,財團法人中華民國佛教慈濟慈善事業 基金會(東區會所),社區照顧關懷據點 4-5時段,臺北市信義區永吉里松隆路327號,02-82281628分機58,25.0482881,121.5786738
414,信義區,永春里,臺北市信義區永春社區發展協會,社區照顧關懷據點 4-5時段,臺北市信義區永春里松山路287巷3弄21號,0966-728305,25.0435193,121.57823
415,信義區,永春里,臺北市信義區雙永國民小學,社區照顧關懷據點 樂齡學堂,臺北市信義區永春里松山路287巷5號,02-87858111#1800,25.0431301,121.5793559
416,信義區,安康里,臺北市信義區安康里辦公處,社區照顧關懷據點 8-9時段,臺北市信義區安康里虎林街232巷55號,0937-853597,25.0358654,121.5761703
417,信義區,西村里,臺北市信義區西村里辦公處,社區照顧關懷據點 6-7時段,臺北市信義區西村里基隆路1段364巷22號,02-27586396,25.0419415,121.5653136
418,信義區,松友里,臺北市信義區松友社區發展協會,社區照顧關懷據點 6-7時段,臺北市信義區松友里信義路6段76巷2弄22號1樓,02-23466669 0967-149699,25.0344075,121.5760432
419,信義區,松光里,臺北市信義區松光里辦公處,社區照顧關懷據點 4-5時段,臺北市信義區松光里忠孝東路5段492巷32號,02-27278925,25.0405415,121.566819
420,信義區,長春里,臺北市信義區長春里辦公處,社區照顧關懷據點 2-3時段,臺北市信義區長春里忠孝東路5段423巷45號、47號 1樓、47號2樓,0937-042279,25.0405415,121.566819
421,信義區,長春里,臺北市信義區永安社區發展協會,社區照顧關懷據點 6-7時段,臺北市信義區長春里松山路294號4樓(永春區民活動 中心),0963-763236,25.0431291,121.5774477
422,信義區,長春里,臺北市信義區雙春社區發展協會,社區照顧關懷據點 8-9時段,臺北市信義區長春里松山路294號2樓,02-27695123,25.0430691,121.5775774
423,信義區,泰和里,臺北市信義區泰和社區發展協會,社區照顧關懷據點 4-5時段,臺北市信義區泰和里松仁路308巷60號1樓，臺北市 信義區泰和里松仁路308巷61號,0987-052143,25.0212921,121.5704231
424,信義區,國業里,臺北市信義區國業里辦公處,社區照顧關懷據點 4-5時段,臺北市信義區國業里虎林街222巷15號,02-27262518,25.0370782,121.5769411
425,信義區,富台里,臺北市信義區富台里辦公處,社區照顧關懷據點 4-5時段,臺北市信義區富台里忠孝東路5段423巷4弄22號,0901-156880,25.0405415,121.566819
426,信義區,惠安里,臺北市信義區惠安里辦公處,社區照顧關懷據點 6-7時段,臺北市信義區惠安里吳興街506巷21號,02-27588650,25.0230002,121.5685041
427,信義區,景勤里,財團法人臺北醫學大學展齡中心(信 義),社區照顧關懷據點 10個時段,臺北市信義區景勤里吳興街156-6號2樓,02-27361661#2774,25.0292992,121.5618308
428,信義區,景聯里,臺北市信義區景聯里辦公處,社區照顧關懷據點 4-5時段,臺北市信義區景聯里基隆路2段39巷37弄2號,0900-602217,25.0306682,121.5600567
429,信義區,雅祥里,臺北市信義區興雅祥社區發展協會,社區照顧關懷據點 4-5時段,臺北市信義區雅祥里基隆路1段35巷9弄2號1樓/臺 北市信義區基隆路1段35巷7弄35號,0978-810820,25.0419415,121.5653136
430,信義區,新仁里,台灣沐風關懷協會,社區照顧關懷據點 4-5時段,臺北市信義區新仁里忠孝東路4段563號2樓、5樓,0918-771757,25.0409687,121.5650196
431,信義區,新仁里,臺北市立松山高級中學,社區照顧關懷據點 樂齡學堂,臺北市信義區基隆路1段156號,02-27535968#214,25.0419415,121.5653136
432,信義區,嘉興里,臺北市信義區嘉興里辦公處,社區照顧關懷據點 4-5時段,臺北市信義區嘉興里嘉興街175巷6號,0933-267062,25.02764,121.5575501
433,信義區,嘉興里,中華民國老人福利協進會,社區照顧關懷據點 6-7時段,臺北市信義區嘉興里信安街78-80號2樓(連棟),02-27382357,25.0260907,121.5571725
434,信義區,廣居里,社團法人台灣厝邊有愛關懷協會(永 吉教會),社區照顧關懷據點 6-7時段,臺北市信義區廣居里虎林街155-157-159號1樓,02-27238578,25.0394434,121.5768521
435,信義區,黎平里,台灣體適能健康促進協會(黎平),社區照顧關懷據點 4-5時段,臺北市信義區黎平里崇德街118-120號1樓,0938-598298,25.0238691,121.5559187
436,信義區,黎安里,臺北醫學大學高齡健康暨長期照護學 系(大我新舍),社區照顧關懷據點 6-7時段,臺北市信義區黎安里和平東路3段599號,02-27361661,25.0002887,121.5735773
437,信義區,黎忠里,台灣體適能健康促進協會(黎忠),社區照顧關懷據點 4-5時段,臺北市信義區黎忠里和平東路3段391巷16號2樓,0938-598298,25.0203454,121.5581494
438,信義區,黎順里,臺北市信義區黎順里辦公處,社區照顧關懷據點 2-3時段,臺北市信義區黎順里崇德街15號,0900-606521,25.0244485,121.5535299
439,信義區,黎順里,台北市私立喬治高級工商職業學校,社區照顧關懷據點 樂齡學堂,臺北市信義區黎順里基隆路2段155號,02-27386515#231,25.0256547,121.5545674
440,信義區,興雅里,財團法人中華民國大同老人福利基金 會,社區照顧關懷據點 8-9時段,臺北市信義區興雅里基隆路1段155號3樓之6-9,02-27670563,25.0419415,121.5653136
441,信義區,雙和里,社團法人台北市信義區雙和社區發展 協會,社區照顧關懷據點 8-9時段,臺北市信義區雙和里吳興街284巷24弄12號,02-27381447,25.0242953,121.5631423
442,南港區,九如里,臺北市南港區久如社區發展協會,社區照顧關懷據點 10個時段,臺北市南港區九如里研究院路2段208號1樓,0933-122481,25.0367075,121.617081
443,南港區,三重里,台北市樂健發展協會,社區照顧關懷據點 2-3時段,臺北市南港區三重里興東街1號2樓,0939-378239,25.0556472,121.613087
444,南港區,中南里,財團法人弘道老人福利基金會,社區照顧關懷據點 10個時段,臺北市南港區中南里市民大道8段588巷18號,0979-810136,25.0538015,121.6145084
445,南港區,中南里,社團法人中華基督教加倍愛全人關懷 協會,社區照顧關懷據點 8-9時段,臺北市南港區中南里忠孝東路7段625巷16號,0905-818922,25.0457681,121.5828226
446,南港區,中研里,臺北市南港區中研新村社區發展協會,社區照顧關懷據點 8-9時段,臺北市南港區中研里研究院路2段70巷49號1樓;12 號2樓:28號1樓,0937-858636,25.0456293,121.6131292
447,南港區,中研里,社團法人台灣厝邊有愛關懷協會(中 研教會),社區照顧關懷據點 8-9時段,臺北市南港區中研里研究院路2段11巷5號,0911-186101,25.0466822,121.6158315
448,南港區,中研里,臺北市南港區好厝邊社區發展協會,社區照顧關懷據點 8-9時段,臺北市南港區中研里研究院路2段70巷12號2樓,0938-129401,25.0453663,121.6145488
449,南港區,仁福里,臺北市南港區仁福里辦公處,社區照顧關懷據點 8-9時段,臺北市南港區仁福里福德街443號1樓,0919-619949,25.0396894,121.592693
450,南港區,仁福里,臺北市南港區仁福社區發展協會,社區照顧關懷據點 8-9時段,臺北市南港區仁福里福德街373巷61號1樓,0917-232297,25.039477,121.5921375
451,南港區,玉成里,臺北市全人探索協會,社區照顧關懷據點 6-7時段,臺北市南港區玉成里八德路4段768之1號4樓至6樓,0918-054725,25.0503038,121.5799601
452,南港區,玉成里,社團法人台灣厝邊有愛關懷協會(錫 安教會),社區照顧關懷據點 6-7時段,臺北市南港區玉成里玉成街20號,02-27831891,25.0503564,121.5806486
453,南港區,合成里,財團法人以琳基督徒中心,社區照顧關懷據點 8-9時段,臺北市南港區合成里中坡北路92號2樓,02-26511002#13,25.047885,121.580579
454,南港區,成福里,臺北市南港區成福里辦公處,社區照顧關懷據點 2-3時段,臺北市南港區成福里東新街80巷9弄11號,0972-246138,25.0459878,121.5877315
455,南港區,百福里,臺北市南港區百福里辦公處,社區照顧關懷據點 2-3時段,臺北市南港區百福里福德街337號,0932-281165,25.0394361,121.5884166
456,南港區,西新里,社團法人台灣多元社會福利協會(瀞 德),社區照顧關懷據點 4-5時段,臺北市南港區西新里成功路1段82巷11號,918124780,25.0573882,121.5893813
457,南港區,西新里,臺北市南港區西新里辦公處,社區照顧關懷據點 4-5時段,臺北市南港區西新里成功路1段99號,0908-809805,25.0576618,121.5902615
458,南港區,西新里,臺北市南港區玉成國民小學,社區照顧關懷據點 樂齡學堂,臺北市南港區西新里向陽路31號,02-27836049#163,25.0537916,121.5935424
459,南港區,南港里,財團法人台北市基督教南港浸信會 (臨時會堂),社區照顧關懷據點 4-5時段,臺北市南港區南港里南港路1段293號,0905-200370,25.0530895,121.6069541
460,南港區,重陽里,財團法人台灣省私立健順養護中心 (南港老人服務暨日間照顧中心),社區照顧關懷據點 2-3時段,臺北市南港區重陽里重陽路187巷5號1.2樓,02-2653-5311#21,25.0576659,121.5986598
461,南港區,新富里,臺北市南港區新富里辦公處,社區照顧關懷據點 6-7時段,臺北市南港區新富里富康街25號,0952-167703,25.053651,121.61738
462,南港區,萬福里,社團法人中華民國我願意全人關懷協 會,社區照顧關懷據點 8-9時段,臺北市南港區萬福里東新街64巷7、11、13號地下 樓;同德路85巷6號1樓,02-27826248,25.047211,121.5855436
463,南港區,聯成里,台北市後山埤文化發展協會,社區照顧關懷據點 10個時段,臺北市南港區聯成里東新街77巷31號,02-27851737,25.0477391,121.5882798
464,南港區,聯成里,臺北市南港區成德國民小學,社區照顧關懷據點 樂齡學堂,臺北市南港區聯成里東新街65號,02-27851376#165,25.0473523,121.5871226
465,南港區,鴻福里,臺北市南港區鴻福社區發展協會,社區照顧關懷據點 8-9時段,臺北市南港區鴻福里成福路84號1樓,0958-151645,25.0438066,121.5865459
466,南港區,舊莊里,財團法人台灣基督傳道會復生教會,社區照顧關懷據點 8-9時段,臺北市南港區舊莊里南深路21巷18號1樓,02-27822075,25.0379276,121.6219253
