醫事機構代碼,醫事機構名稱,醫事機構種類,電話,地址,分區業務組,特約類別,服務項目,診療科別,終止合約或歇業日期,固定看診時段,備註,縣市別代碼,合約起日,lat,lon
5901150762,麗森藥局,藥師自營,(02)28714152,臺北市士林區天母西路５１號,臺北業務組,5,,,20261125,星期一上午看診、星期二上午看診、星期三上午看診、星期四上午看診、星期五上午看診、星期六上午看診、星期日上午看診、星期一下午看診、星期二下午看診、星期三下午看診、星期四下午看診、星期五下午看診、星期六下午看診、星期日下午看診、星期一晚上看診、星期二晚上看診、星期三晚上看診、星期四晚上看診、星期五晚上看診、星期六晚上看診、星期日晚上看診,-,63000,19971126,25.118878,121.529608
5901150771,天母大和藥師藥局,藥師自營,(02)28310142,臺北市士林區德行東路１８９－１號１樓,臺北業務組,5,,,20261101,星期一上午看診、星期二上午看診、星期三上午看診、星期四上午看診、星期五上午看診、星期六上午看診、星期日上午休診、星期一下午看診、星期二下午看診、星期三下午看診、星期四下午看診、星期五下午看診、星期六下午看診、星期日下午休診、星期一晚上看診、星期二晚上看診、星期三晚上看診、星期四晚上看診、星期五晚上看診、星期六晚上看診、星期日晚上休診,快篩實名制 配合營業時間  賣完為止,63000,20041102,25.108976,121.5316503
5901150815,陽明藥局,藥師自營,(02)28612863,臺北市士林區菁山路１０號１樓,臺北業務組,5,,,20260101,星期一上午看診、星期二上午看診、星期三上午看診、星期四上午看診、星期五上午看診、星期六上午看診、星期日上午看診、星期一下午看診、星期二下午看診、星期三下午看診、星期四下午看診、星期五下午看診、星期六下午看診、星期日下午看診、星期一晚上看診、星期二晚上看診、星期三晚上看診、星期四晚上看診、星期五晚上看診、星期六晚上看診、星期日晚上看診,早上9點30到12點健保卡排隊.（作業時間2小時）下午1點到晚上9點領回口罩及健保卡,63000,20020102,25.137986,121.546932
5901151956,康鈺藥局,藥師自營,(02)28313915,臺北市士林區忠誠路２段１５０號１樓,臺北業務組,5,,,20260101,星期一上午看診、星期二上午看診、星期三上午看診、星期四上午看診、星期五上午看診、星期六上午看診、星期日上午休診、星期一下午看診、星期二下午看診、星期三下午看診、星期四下午看診、星期五下午看診、星期六下午看診、星期日下午休診、星期一晚上看診、星期二晚上看診、星期三晚上看診、星期四晚上看診、星期五晚上看診、星期六晚上看診、星期日晚上休診,早上9到11點販賣口罩。,63000,20010102,25.1149923,121.5326515
5901152024,今欣藥局,藥師自營,(02)28713129,臺北市士林區天母西路４１巷９號１樓,臺北業務組,5,,,20260920,星期一上午看診、星期二上午看診、星期三上午看診、星期四上午看診、星期五上午看診、星期六上午看診、星期日上午休診、星期一下午看診、星期二下午看診、星期三下午看診、星期四下午看診、星期五下午看診、星期六下午看診、星期日下午休診、星期一晚上看診、星期二晚上看診、星期三晚上看診、星期四晚上看診、星期五晚上看診、星期六晚上看診、星期日晚上休診,早上9到11點販賣口罩。,63000,20010921,25.119333,121.527306
5901152079,資生堂藥局,藥師自營,(02)28857588,臺北市士林區承德路４段４０巷１７號１Ｆ,臺北業務組,5,,,20260506,星期一上午看診、星期二上午看診、星期三上午看診、星期四上午看診、星期五上午看診、星期六上午看診、星期日上午休診、星期一下午看診、星期二下午看診、星期三下午看診、星期四下午看診、星期五下午看診、星期六下午看診、星期日下午休診、星期一晚上看診、星期二晚上看診、星期三晚上看診、星期四晚上看診、星期五晚上看診、星期六晚上看診、星期日晚上休診,-,63000,20040507,25.0812647,121.5215756
5901152122,社子全民藥局,藥師自營,(02)28127412,臺北市士林區延平北路５段１２０號,臺北業務組,5,,,20260408,星期一上午看診、星期二上午看診、星期三上午看診、星期四上午看診、星期五上午看診、星期六上午看診、星期日上午休診、星期一下午看診、星期二下午看診、星期三下午看診、星期四下午看診、星期五下午看診、星期六下午看診、星期日下午休診、星期一晚上看診、星期二晚上看診、星期三晚上看診、星期四晚上看診、星期五晚上看診、星期六晚上休診、星期日晚上休診,-,63000,20020409,25.0816779,121.5105893
5901152131,康華藥局,藥師自營,(02)28743223,臺北市士林區中山北路７段１４巷２號２樓,臺北業務組,5,,,20260506,星期一上午看診、星期二上午休診、星期三上午看診、星期四上午休診、星期五上午看診、星期六上午看診、星期日上午休診、星期一下午看診、星期二下午看診、星期三下午看診、星期四下午看診、星期五下午看診、星期六下午休診、星期日下午休診、星期一晚上看診、星期二晚上看診、星期三晚上休診、星期四晚上看診、星期五晚上看診、星期六晚上休診、星期日晚上休診,-,63000,20020507,25.1185112,121.5311236
5901152186,詠恩藥局,藥劑生自營,(02)28119479,臺北市士林區延平北路５段３１６號１樓,臺北業務組,5,,,20261020,星期一上午看診、星期二上午看診、星期三上午看診、星期四上午休診、星期五上午看診、星期六上午看診、星期日上午休診、星期一下午看診、星期二下午看診、星期三下午看診、星期四下午看診、星期五下午看診、星期六下午休診、星期日下午休診、星期一晚上看診、星期二晚上看診、星期三晚上看診、星期四晚上看診、星期五晚上看診、星期六晚上休診、星期日晚上休診,-,63000,20021021,25.086148,121.5095971
5901152293,安泰藥師藥局,藥師自營,(02)28166977,臺北市士林區延平北路６段８３號１樓、２樓,臺北業務組,5,,,20261015,星期一上午看診、星期二上午看診、星期三上午看診、星期四上午看診、星期五上午看診、星期六上午看診、星期日上午看診、星期一下午看診、星期二下午看診、星期三下午看診、星期四下午休診、星期五下午休診、星期六下午休診、星期日下午休診、星期一晚上看診、星期二晚上看診、星期三晚上看診、星期四晚上休診、星期五晚上休診、星期六晚上休診、星期日晚上休診,-,63000,20031016,25.0884662,121.5087034
5901152453,家赫藥局,藥師自營,(02)28346453,臺北市士林區忠義街８０號１樓,臺北業務組,5,,,20260329,星期一上午看診、星期二上午看診、星期三上午看診、星期四上午看診、星期五上午看診、星期六上午看診、星期日上午看診、星期一下午看診、星期二下午看診、星期三下午看診、星期四下午看診、星期五下午看診、星期六下午看診、星期日下午看診、星期一晚上看診、星期二晚上看診、星期三晚上看診、星期四晚上看診、星期五晚上看診、星期六晚上看診、星期日晚上看診,-,63000,20050330,25.1061383,121.5317133
5901152471,得安藥局,藥師自營,(02)28836336,臺北市士林區文林路１９５號１樓,臺北業務組,5,,,20260803,星期一上午休診、星期二上午休診、星期三上午休診、星期四上午休診、星期五上午休診、星期六上午休診、星期日上午休診、星期一下午看診、星期二下午看診、星期三下午看診、星期四下午看診、星期五下午看診、星期六下午看診、星期日下午看診、星期一晚上看診、星期二晚上看診、星期三晚上看診、星期四晚上看診、星期五晚上看診、星期六晚上看診、星期日晚上看診,星期一三五下午3:30  星期四六下午5:00,63000,20050804,25.0898286,121.5269342
5901152604,達揚藥局,藥師自營,(02)88115559,臺北市士林區社正路３６號１樓,臺北業務組,5,,,20270503,星期一上午看診、星期二上午看診、星期三上午看診、星期四上午看診、星期五上午看診、星期六上午看診、星期日上午看診、星期一下午看診、星期二下午看診、星期三下午看診、星期四下午看診、星期五下午看診、星期六下午看診、星期日下午看診、星期一晚上看診、星期二晚上看診、星期三晚上看診、星期四晚上看診、星期五晚上看診、星期六晚上看診、星期日晚上看診,-,63000,20060504,25.0887539,121.509913
5901152640,仁大藥局,藥劑生自營,(02)88113793,臺北市士林區社子街１３號１樓,臺北業務組,5,,,20270727,星期一上午看診、星期二上午看診、星期三上午看診、星期四上午看診、星期五上午看診、星期六上午看診、星期日上午休診、星期一下午看診、星期二下午看診、星期三下午看診、星期四下午看診、星期五下午看診、星期六下午休診、星期日下午休診、星期一晚上休診、星期二晚上休診、星期三晚上休診、星期四晚上休診、星期五晚上休診、星期六晚上休診、星期日晚上休診,-,63000,20060728,25.0877133,121.5083658
5901152659,和樹藥局,藥師自營,(02)28821188,臺北市士林區後港街４５巷１號１樓,臺北業務組,5,,,20261123,星期一上午看診、星期二上午看診、星期三上午看診、星期四上午看診、星期五上午看診、星期六上午看診、星期日上午休診、星期一下午看診、星期二下午看診、星期三下午看診、星期四下午看診、星期五下午看診、星期六下午看診、星期日下午休診、星期一晚上看診、星期二晚上看診、星期三晚上看診、星期四晚上看診、星期五晚上看診、星期六晚上看診、星期日晚上休診,週日公休，周一早上9:30,63000,20111124,25.0844653,121.5227861
5901152686,三光藥局,藥劑生自營,(02)28123786,臺北市士林區延平北路５段３２０號１樓,臺北業務組,5,,,20251126,星期一上午看診、星期二上午看診、星期三上午看診、星期四上午看診、星期五上午看診、星期六上午看診、星期日上午看診、星期一下午看診、星期二下午看診、星期三下午看診、星期四下午看診、星期五下午看診、星期六下午看診、星期日下午看診、星期一晚上看診、星期二晚上看診、星期三晚上看診、星期四晚上看診、星期五晚上看診、星期六晚上看診、星期日晚上看診,-,63000,20081127,25.0862845,121.5095422
5901152720,博信藥局,藥師自營,(02)28128295,臺北市士林區延平北路６段６１號,臺北業務組,5,,,20260611,星期一上午看診、星期二上午看診、星期三上午看診、星期四上午看診、星期五上午看診、星期六上午看診、星期日上午休診、星期一下午看診、星期二下午看診、星期三下午看診、星期四下午看診、星期五下午看診、星期六下午看診、星期日下午休診、星期一晚上看診、星期二晚上看診、星期三晚上看診、星期四晚上看診、星期五晚上看診、星期六晚上看診、星期日晚上休診,星期天休息,63000,20070612,25.0878777,121.5087636
5901152739,芳圓藥局,藥師自營,(02)28168666,臺北市士林區社子街２６－１號,臺北業務組,5,,,20260723,星期一上午看診、星期二上午看診、星期三上午看診、星期四上午看診、星期五上午看診、星期六上午看診、星期日上午休診、星期一下午看診、星期二下午看診、星期三下午看診、星期四下午看診、星期五下午看診、星期六下午休診、星期日下午休診、星期一晚上看診、星期二晚上看診、星期三晚上看診、星期四晚上看診、星期五晚上看診、星期六晚上休診、星期日晚上休診,-,63000,20070724,25.0875232,121.5079643
5901152748,柏雅大藥局,藥師自營,(02)88664398,臺北市士林區德行西路６４號,臺北業務組,5,,,20260920,星期一上午看診、星期二上午看診、星期三上午看診、星期四上午看診、星期五上午看診、星期六上午看診、星期日上午休診、星期一下午看診、星期二下午看診、星期三下午看診、星期四下午看診、星期五下午看診、星期六下午看診、星期日下午休診、星期一晚上看診、星期二晚上看診、星期三晚上看診、星期四晚上看診、星期五晚上看診、星期六晚上看診、星期日晚上休診,-,63000,20070921,25.105013,121.5226935
5901152793,信光藥局,藥師自營,(02)28366277,臺北市士林區文昌路６８號,臺北業務組,5,,,20270417,星期一上午看診、星期二上午看診、星期三上午看診、星期四上午看診、星期五上午看診、星期六上午看診、星期日上午看診、星期一下午看診、星期二下午看診、星期三下午看診、星期四下午看診、星期五下午看診、星期六下午看診、星期日下午看診、星期一晚上看診、星期二晚上看診、星期三晚上看診、星期四晚上看診、星期五晚上看診、星期六晚上看診、星期日晚上看診,-,63000,20080418,25.096194,121.5213709
5901152873,幸福藥局,藥師自營,(02)28346650,臺北市士林區德行東路１０９巷８號,臺北業務組,5,,,20261108,星期一上午看診、星期二上午看診、星期三上午看診、星期四上午看診、星期五上午看診、星期六上午看診、星期日上午看診、星期一下午看診、星期二下午看診、星期三下午看診、星期四下午看診、星期五下午看診、星期六下午看診、星期日下午看診、星期一晚上看診、星期二晚上看診、星期三晚上看診、星期四晚上看診、星期五晚上看診、星期六晚上休診、星期日晚上休診,營業時間:星期一~五:早上八點至晚上十點，星期六&日:早上八點至下午四點.,63000,20091109,25.1081448,121.5284179
5901152882,天爵藥局,藥師自營,(02)28733759,臺北市士林區中山北路６段４５０巷１號,臺北業務組,5,,,20270429,星期一上午看診、星期二上午休診、星期三上午看診、星期四上午看診、星期五上午看診、星期六上午看診、星期日上午休診、星期一下午看診、星期二下午看診、星期三下午看診、星期四下午看診、星期五下午看診、星期六下午看診、星期日下午休診、星期一晚上看診、星期二晚上看診、星期三晚上看診、星期四晚上看診、星期五晚上看診、星期六晚上看診、星期日晚上休診,-,63000,20100430,25.1142826,121.5277089
5901152971,石川藥師藥局,藥師自營,(02)28385850,臺北市士林區忠義街７０號,臺北業務組,5,,,20251214,星期一上午看診、星期二上午看診、星期三上午看診、星期四上午看診、星期五上午看診、星期六上午看診、星期日上午休診、星期一下午看診、星期二下午看診、星期三下午看診、星期四下午看診、星期五下午看診、星期六下午看診、星期日下午休診、星期一晚上看診、星期二晚上看診、星期三晚上看診、星期四晚上看診、星期五晚上看診、星期六晚上看診、星期日晚上休診,-,63000,20101215,25.1059507,121.531435
5901153058,誼安藥局,藥師自營,(02)28851899,臺北市士林區通河街４２號,臺北業務組,5,,,20260630,星期一上午看診、星期二上午看診、星期三上午看診、星期四上午看診、星期五上午看診、星期六上午看診、星期日上午休診、星期一下午看診、星期二下午看診、星期三下午看診、星期四下午看診、星期五下午看診、星期六下午看診、星期日下午休診、星期一晚上看診、星期二晚上看診、星期三晚上看診、星期四晚上看診、星期五晚上看診、星期六晚上休診、星期日晚上休診,國定假日到中午12:00，營業時間周一至周五8:30~21點，午休12~14:30，周六8:30至17:30，周日公休,63000,20110701,25.080441,121.521451
5901153101,聖賢藥局,藥師自營,(02)28833046,臺北市士林區士商路５８號,臺北業務組,5,,,20270325,星期一上午看診、星期二上午看診、星期三上午看診、星期四上午看診、星期五上午看診、星期六上午看診、星期日上午休診、星期一下午看診、星期二下午看診、星期三下午看診、星期四下午看診、星期五下午看診、星期六下午看診、星期日下午休診、星期一晚上看診、星期二晚上看診、星期三晚上看診、星期四晚上看診、星期五晚上看診、星期六晚上休診、星期日晚上休診,-,63000,20120326,25.0905585,121.520036
5901153110,美麗田藥局,藥師自營,(02)28855990,臺北市士林區通河街７８號,臺北業務組,5,,,20220412,,,63000,20120416,25.0808991,121.5204684
5901153245,大東健保藥局,藥師自營,(02)28834672,臺北市士林區大東路８６－４號,臺北業務組,5,,,20260217,星期一上午看診、星期二上午看診、星期三上午看診、星期四上午看診、星期五上午看診、星期六上午看診、星期日上午看診、星期一下午看診、星期二下午看診、星期三下午看診、星期四下午看診、星期五下午看診、星期六下午看診、星期日下午看診、星期一晚上看診、星期二晚上看診、星期三晚上看診、星期四晚上看診、星期五晚上看診、星期六晚上休診、星期日晚上休診,-,63000,20140218,25.0912987,121.5256894
5901153263,健揚藥局,藥師自營,(02)28163698,臺北市士林區延平北路５段２５１號,臺北業務組,5,,,20221013,,,63000,20140417,25.0848275,121.5096678
5901153272,光榮藥局,藥師自營,(02)28136060,臺北市士林區社中街１１８號,臺北業務組,5,,,20260417,星期一上午看診、星期二上午看診、星期三上午看診、星期四上午看診、星期五上午看診、星期六上午看診、星期日上午看診、星期一下午看診、星期二下午看診、星期三下午看診、星期四下午看診、星期五下午看診、星期六下午休診、星期日下午看診、星期一晚上看診、星期二晚上看診、星期三晚上看診、星期四晚上看診、星期五晚上看診、星期六晚上休診、星期日晚上休診,-,63000,20140418,25.08989,121.5103963
5901153325,天母康甯健保藥局,藥師自營,(02)28366631,臺北市士林區克強路８號,臺北業務組,5,,,20260720,星期一上午看診、星期二上午看診、星期三上午看診、星期四上午看診、星期五上午看診、星期六上午看診、星期日上午休診、星期一下午看診、星期二下午看診、星期三下午看診、星期四下午看診、星期五下午看診、星期六下午看診、星期日下午休診、星期一晚上看診、星期二晚上看診、星期三晚上看診、星期四晚上看診、星期五晚上看診、星期六晚上看診、星期日晚上休診,-,63000,20140721,25.1089356,121.5245432
5901153432,大南春天生活藥局,藥師自營,(02)28882196,臺北市士林區大南路３１７、３１９號,臺北業務組,5,,,20270723,星期一上午看診、星期二上午看診、星期三上午看診、星期四上午看診、星期五上午看診、星期六上午看診、星期日上午看診、星期一下午看診、星期二下午看診、星期三下午看診、星期四下午看診、星期五下午看診、星期六下午看診、星期日下午看診、星期一晚上看診、星期二晚上看診、星期三晚上看診、星期四晚上看診、星期五晚上看診、星期六晚上看診、星期日晚上看診,-,63000,20150724,25.0888743,121.5180103
5901153487,和謙藥局,藥師自營,(02)28165678,臺北市士林區社中街３６２號,臺北業務組,5,,,20271005,星期一上午看診、星期二上午看診、星期三上午看診、星期四上午看診、星期五上午看診、星期六上午看診、星期日上午看診、星期一下午看診、星期二下午看診、星期三下午看診、星期四下午看診、星期五下午看診、星期六下午看診、星期日下午休診、星期一晚上看診、星期二晚上看診、星期三晚上看診、星期四晚上看診、星期五晚上看診、星期六晚上休診、星期日晚上休診,-,63000,20151006,25.0924774,121.5040798
5901153496,躍獅忠誠藥局,藥師自營,(02)28387948,臺北市士林區忠義街７０號,臺北業務組,5,,,20271022,星期一上午看診、星期二上午看診、星期三上午看診、星期四上午看診、星期五上午看診、星期六上午看診、星期日上午看診、星期一下午看診、星期二下午看診、星期三下午看診、星期四下午看診、星期五下午看診、星期六下午看診、星期日下午看診、星期一晚上看診、星期二晚上看診、星期三晚上看診、星期四晚上看診、星期五晚上看診、星期六晚上看診、星期日晚上看診,-,63000,20151023,25.1059507,121.531435
5901153503,祥新藥局,藥師自營,(02)28110906,臺北市士林區社子街６５號,臺北業務組,5,,,20271102,星期一上午看診、星期二上午看診、星期三上午看診、星期四上午看診、星期五上午看診、星期六上午看診、星期日上午休診、星期一下午休診、星期二下午休診、星期三下午休診、星期四下午休診、星期五下午休診、星期六下午休診、星期日下午休診、星期一晚上看診、星期二晚上看診、星期三晚上看診、星期四晚上看診、星期五晚上看診、星期六晚上休診、星期日晚上休診,-,63000,20151103,25.0875109,121.5067578
5901153521,天母台安藥局,藥師自營,(02)28728017,臺北市士林區天母西路３４號,臺北業務組,5,,,20250619,星期一上午看診、星期二上午看診、星期三上午看診、星期四上午看診、星期五上午看診、星期六上午看診、星期日上午看診、星期一下午看診、星期二下午看診、星期三下午看診、星期四下午看診、星期五下午看診、星期六下午看診、星期日下午看診、星期一晚上看診、星期二晚上看診、星期三晚上看診、星期四晚上看診、星期五晚上看診、星期六晚上看診、星期日晚上看診,每日上午9點開賣至晚上9點（售完為止）,63000,20160620,25.1191825,121.529667
5901153567,華齡春天生活藥局,藥師自營,(02)28882156,臺北市士林區華齡街３６、３８號,臺北業務組,5,,,20250824,星期一上午看診、星期二上午看診、星期三上午看診、星期四上午看診、星期五上午看診、星期六上午看診、星期日上午看診、星期一下午看診、星期二下午看診、星期三下午看診、星期四下午看診、星期五下午看診、星期六下午看診、星期日下午看診、星期一晚上看診、星期二晚上看診、星期三晚上看診、星期四晚上看診、星期五晚上看診、星期六晚上看診、星期日晚上看診,每日下午三點開始兌換快篩!敬請配合!!,63000,20160825,25.0836715,121.5195045
5901153585,德行春天生活藥局,藥師自營,(02)28380306,臺北市士林區德行東路７６號,臺北業務組,5,,,20250414,星期一上午看診、星期二上午看診、星期三上午看診、星期四上午看診、星期五上午看診、星期六上午看診、星期日上午看診、星期一下午休診、星期二下午休診、星期三下午休診、星期四下午休診、星期五下午休診、星期六下午休診、星期日下午休診、星期一晚上休診、星期二晚上休診、星期三晚上休診、星期四晚上休診、星期五晚上休診、星期六晚上休診、星期日晚上休診,-,63000,20161104,25.1072887,121.5274947
5901153610,家安健保藥局,藥師自營,(02)28322182,臺北市士林區德行東路１０９巷１１９號,臺北業務組,5,,,20251214,星期一上午看診、星期二上午看診、星期三上午看診、星期四上午看診、星期五上午看診、星期六上午看診、星期日上午看診、星期一下午看診、星期二下午看診、星期三下午看診、星期四下午看診、星期五下午看診、星期六下午看診、星期日下午看診、星期一晚上看診、星期二晚上看診、星期三晚上看診、星期四晚上看診、星期五晚上看診、星期六晚上看診、星期日晚上看診,-,63000,20161215,25.1115197,121.5287305
5901153665,康佑藥局,藥師自營,(02)28119981,臺北市士林區延平北路５段１７６號,臺北業務組,5,,,20260706,星期一上午看診、星期二上午看診、星期三上午看診、星期四上午看診、星期五上午看診、星期六上午看診、星期日上午休診、星期一下午看診、星期二下午看診、星期三下午看診、星期四下午看診、星期五下午看診、星期六下午看診、星期日下午休診、星期一晚上看診、星期二晚上看診、星期三晚上看診、星期四晚上看診、星期五晚上看診、星期六晚上休診、星期日晚上休診,-,63000,20170707,25.082994,121.510336
5901153674,愛佳藥局,藥師自營,(02)28811199,臺北市士林區承德路４段２２２之１號,臺北業務組,5,,,20260802,星期一上午看診、星期二上午看診、星期三上午看診、星期四上午看診、星期五上午看診、星期六上午看診、星期日上午看診、星期一下午看診、星期二下午看診、星期三下午看診、星期四下午看診、星期五下午看診、星期六下午休診、星期日下午看診、星期一晚上看診、星期二晚上看診、星期三晚上看診、星期四晚上看診、星期五晚上看診、星期六晚上休診、星期日晚上休診,6／10（一）端午節早上營業，下午及晚上休息。,63000,20170803,25.088447,121.5213495
5901153683,安奕藥局,藥師自營,(02)28133289,臺北市士林區葫蘆街３０巷１２號,臺北業務組,5,,,20261105,星期一上午看診、星期二上午看診、星期三上午看診、星期四上午看診、星期五上午看診、星期六上午看診、星期日上午休診、星期一下午看診、星期二下午看診、星期三下午看診、星期四下午看診、星期五下午看診、星期六下午看診、星期日下午休診、星期一晚上看診、星期二晚上看診、星期三晚上看診、星期四晚上看診、星期五晚上看診、星期六晚上看診、星期日晚上休診,-,63000,20171106,25.0820564,121.5095774
5901153709,全予藥局,藥師自營,(02)28386955,臺北市士林區德行東路２２１號,臺北業務組,5,,,20221222,,,63000,20171121,25.1094562,121.5329534
5901153727,前港盛康藥局,藥師自營,(02)28831079,臺北市士林區前港街２８號,臺北業務組,5,,,20240125,,,63000,20180613,25.0845507,121.5220472
5901153825,太和堂中西藥局,藥師自營,(02)28814122,臺北市士林區大東路７４號（實際使用：１樓）,臺北業務組,5,,,20280507,星期一上午看診、星期二上午看診、星期三上午看診、星期四上午看診、星期五上午看診、星期六上午看診、星期日上午休診、星期一下午看診、星期二下午看診、星期三下午看診、星期四下午看診、星期五下午看診、星期六下午看診、星期日下午休診、星期一晚上看診、星期二晚上看診、星期三晚上看診、星期四晚上看診、星期五晚上看診、星期六晚上看診、星期日晚上休診,-,63000,20190508,25.0903733,121.5257144
5901153861,佩佩藥局,藥師自營,(02)28382662,臺北市士林區中山北路６段１８２號,臺北業務組,5,,,20250811,星期一上午看診、星期二上午看診、星期三上午看診、星期四上午看診、星期五上午看診、星期六上午看診、星期日上午休診、星期一下午看診、星期二下午看診、星期三下午看診、星期四下午看診、星期五下午看診、星期六下午看診、星期日下午休診、星期一晚上看診、星期二晚上看診、星期三晚上看診、星期四晚上看診、星期五晚上看診、星期六晚上休診、星期日晚上休診,08:30開始販售快篩，售完為止。,63000,20190812,25.1075469,121.5252705
5901153870,容育藥局,藥師自營,(02)28113680,臺北市士林區延平北路６段８號（實際使用：１樓）,臺北業務組,5,,,20220310,,,63000,20191017,25.087102,121.509268
5901153905,躍獅芝山藥局,藥師自營,(02)28365822,臺北市士林區福華路１５４號（實際使用：１樓）,臺北業務組,5,,,20260306,星期一上午看診、星期二上午看診、星期三上午看診、星期四上午看診、星期五上午看診、星期六上午看診、星期日上午看診、星期一下午看診、星期二下午看診、星期三下午看診、星期四下午看診、星期五下午看診、星期六下午看診、星期日下午看診、星期一晚上看診、星期二晚上看診、星期三晚上看診、星期四晚上看診、星期五晚上看診、星期六晚上看診、星期日晚上看診,-,63000,20200307,25.1035831,121.5227619
5901153923,三原藥局,藥師自營,(02)28111888,臺北市士林區延平北路５段２９３號（實際使用：１樓）,臺北業務組,5,,,20260804,星期一上午看診、星期二上午看診、星期三上午看診、星期四上午看診、星期五上午看診、星期六上午看診、星期日上午休診、星期一下午看診、星期二下午看診、星期三下午看診、星期四下午看診、星期五下午看診、星期六下午休診、星期日下午休診、星期一晚上看診、星期二晚上看診、星期三晚上看診、星期四晚上看診、星期五晚上看診、星期六晚上休診、星期日晚上休診,-,63000,20200805,25.085883,121.5094069
5901153941,士東藥局,藥師自營,(02)28760588,臺北市士林區士東路９１巷３號,臺北業務組,5,,,20250217,星期一上午看診、星期二上午看診、星期三上午看診、星期四上午看診、星期五上午看診、星期六上午看診、星期日上午看診、星期一下午看診、星期二下午看診、星期三下午看診、星期四下午看診、星期五下午看診、星期六下午看診、星期日下午看診、星期一晚上看診、星期二晚上看診、星期三晚上看診、星期四晚上看診、星期五晚上看診、星期六晚上看診、星期日晚上看診,-,63000,20201228,25.112411,121.5288675
5901153969,杏一士林延平藥局,藥師自營,(02)28112937,臺北市士林區延平北路５段２５０號（１樓）、２５２號１樓,臺北業務組,5,,,20270307,星期一上午看診、星期二上午看診、星期三上午看診、星期四上午看診、星期五上午看診、星期六上午看診、星期日上午看診、星期一下午看診、星期二下午看診、星期三下午看診、星期四下午看診、星期五下午看診、星期六下午看診、星期日下午看診、星期一晚上看診、星期二晚上看診、星期三晚上看診、星期四晚上看診、星期五晚上看診、星期六晚上看診、星期日晚上休診,-,63000,20210308,25.0847236,121.5100065
5901153996,文昌春天藥局,藥師自營,(02)28838539,臺北市士林區文昌路４４號（１樓）,臺北業務組,5,,,20220907,,,63000,20210331,25.095632,121.521552
5901154000,文昌大藥局,藥師自營,(02)28376196,臺北市士林區文昌路７２號１樓,臺北業務組,5,,,20270512,星期一上午看診、星期二上午看診、星期三上午看診、星期四上午看診、星期五上午看診、星期六上午看診、星期日上午看診、星期一下午看診、星期二下午看診、星期三下午看診、星期四下午看診、星期五下午看診、星期六下午看診、星期日下午看診、星期一晚上看診、星期二晚上看診、星期三晚上看診、星期四晚上看診、星期五晚上看診、星期六晚上看診、星期日晚上看診,-,63000,20210513,25.0963045,121.521286
5901154019,忠義台安藥局,藥師自營,(02)28380685,臺北市士林區忠義街７２號１樓,臺北業務組,5,,,20240523,,,63000,20210707,25.1060366,121.5314554
5901154028,向宇藥局,藥師自營,(02)88661101,臺北市士林區德行東路２１７號１樓,臺北業務組,5,,,20221011,,,63000,20210607,25.109356,121.5327438
5901154055,天母盛康藥局,藥師自營,(02)28720208,臺北市士林區天母東路８巷８４號１樓,臺北業務組,5,,,20221013,,,63000,20210817,25.1147377,121.5303741
5901154073,中山盛康藥局,藥師自營,(02)28771887,臺北市士林區中山北路７段１６２號１樓,臺北業務組,5,,,20270831,星期一上午看診、星期二上午看診、星期三上午看診、星期四上午看診、星期五上午看診、星期六上午看診、星期日上午看診、星期一下午看診、星期二下午看診、星期三下午看診、星期四下午看診、星期五下午看診、星期六下午看診、星期日下午看診、星期一晚上看診、星期二晚上看診、星期三晚上看診、星期四晚上看診、星期五晚上看診、星期六晚上看診、星期日晚上看診,-,63000,20210901,25.124152,121.532712
5901154082,德行盛康藥局,藥師自營,(02)28348756,臺北市士林區德行東路２０６之１號１樓,臺北業務組,5,,,20220512,,,63000,20211007,25.1088879,121.5320257
5901154091,社正藥局,藥師自營,(02)28118704,臺北市士林區社正路１２號１樓,臺北業務組,5,,,20230117,,,63000,20211023,25.088471,121.5092629
5901154108,藥本家藥局,藥師自營,(02)28766682,臺北市士林區中山北路７段１４巷２６號１樓,臺北業務組,5,,,20271214,星期一上午看診、星期二上午看診、星期三上午看診、星期四上午看診、星期五上午看診、星期六上午休診、星期日上午休診、星期一下午看診、星期二下午看診、星期三下午看診、星期四下午看診、星期五下午看診、星期六下午休診、星期日下午休診、星期一晚上看診、星期二晚上看診、星期三晚上看診、星期四晚上看診、星期五晚上看診、星期六晚上休診、星期日晚上休診,周一 ~ 五 13:00~20:00 視人潮發放號碼牌,63000,20211215,25.118858,121.532786
5901154135,誠泰中西藥局,藥師自營,(02)88112352,臺北市士林區永平街１３號１樓,臺北業務組,5,,,20280214,星期一上午看診、星期二上午看診、星期三上午看診、星期四上午看診、星期五上午看診、星期六上午看診、星期日上午休診、星期一下午看診、星期二下午看診、星期三下午看診、星期四下午看診、星期五下午看診、星期六下午看診、星期日下午休診、星期一晚上看診、星期二晚上看診、星期三晚上看診、星期四晚上看診、星期五晚上看診、星期六晚上看診、星期日晚上休診,星期天公休,63000,20220215,25.0899708,121.5050706
