WKT,醫療院所,縣市,鄉鎮市區,地址,電話,lat,lon
POINT (121.530658808089 25.1148677399979),志明眼科診所,臺北市,士林區,天母東路8巷83號,28743105,25.1148677399979,121.530658808089
POINT (121.524593625776 25.0947480038794),元群眼科診所,臺北市,士林區,文林路437號12樓,2888-1711,25.0947480038794,121.524593625776
POINT (121.5304528256 25.1112111781258),麗心整形外科診所,臺北市,士林區,忠誠路二段64號2樓,8866-3326,25.1112111781258,121.5304528256
POINT (121.511421594482 25.0841852283737),百齡診所,臺北市,士林區,重慶北路四段187號1、2樓,28126892,25.0841852283737,121.511421594482
POINT (121.528590258297 25.1060102407785),天母皮膚科診所,臺北市,士林區,德行東路90巷33弄10號1樓,28326601,25.1060102407785,121.528590258297
POINT (121.521330818051 25.0884341047749),愛林診所,臺北市,士林區,承德路四段222號、222之1號、222之2號,28836881,25.0884341047749,121.521330818051
POINT (121.526554346478 25.1192801806943),佳視得眼科診所,臺北市,士林區,天母北路11-1號1樓,02-28756230,25.1192801806943,121.526554346478
POINT (121.525601637075 25.0930730177513),澄隆中醫診所,臺北市,士林區,文林路340號,28805629,25.0930730177513,121.525601637075
POINT (121.509270547846 25.0871211594149),健群骨科診所,臺北市,士林區,延平北路6段8號(1、2、3樓)及10號(1、2、3樓),2816-8770,25.0871211594149,121.509270547846
POINT (121.507540097271 25.0876309074603),仁佑中醫診所,臺北市,士林區,社子街41之1號(實際使用:1樓),88115240,25.0876309074603,121.507540097271
POINT (121.530805022901 25.1151023326345),美齊牙醫診所,臺北市,士林區,天母東路8巷75號,,25.1151023326345,121.530805022901
POINT (121.537540520418 25.1125452345746),吳越夫牙醫診所,臺北市,士林區,士東路266巷5弄17－1號,0228352056,25.1125452345746,121.537540520418
POINT (121.531858383989 25.1169251207339),佑成牙醫診所,臺北市,士林區,天母東路8巷27號2樓之1,0228727999,25.1169251207339,121.531858383989
POINT (121.530797213935 25.1086899033674),忠誠牙醫診所,臺北市,士林區,忠誠路二段1號1樓,0228310715,25.1086899033674,121.530797213935
POINT (121.526079649819 25.1066369600173),第一牙醫診所,臺北市,士林區,德行東路46巷4弄3號1樓,0228359352,25.1066369600173,121.526079649819
POINT (121.530211448789 25.1069438778887),達美牙醫診所,臺北市,士林區,忠誠路一段159號,02-28380201,25.1069438778887,121.530211448789
POINT (121.529222752428 25.1102931438679),百安堂仁心中醫診所,臺北市,士林區,忠誠路2段40巷20號,28323002,25.1102931438679,121.529222752428
POINT (121.527039465136 25.107318602617),聖林牙醫診所,臺北市,士林區,德行東路67號,28336120,25.107318602617,121.527039465136
POINT (121.526900994946 25.1209483752961),天母許內科家醫科診所,臺北市,士林區,天母北路49號,0228729367,25.1209483752961,121.526900994946
POINT (121.520863139385 25.1024893135529),邱世昌診所,臺北市,士林區,文林路718號,0228343565,25.1024893135529,121.520863139385
POINT (121.52569815789 25.1105671817964),楊是韻皮膚科診所,臺北市,士林區,中山北路六段298號1樓,28359777,25.1105671817964,121.52569815789
POINT (121.522199949643 25.0971356421609),王文豪診所,臺北市,士林區,美崙街66號1樓,88665360,25.0971356421609,121.522199949643
POINT (121.527316909942 25.0970963006278),福林診所,臺北市,士林區,中山北路五段685號4樓,0228314146,25.0970963006278,121.527316909942
POINT (121.530422636649 25.1190432691224),徐永康整形外科診所,臺北市,士林區,中山北路七段15號5樓,02-28753036,25.1190432691224,121.530422636649
POINT (121.530402941907 25.0470307879828),喜安診所,臺北市,中山區,新生北路1段66號3樓,0225222733,25.0470307879828,121.530402941907
POINT (121.522084551173 25.0524713628216),千代田八千代診所,臺北市,中山區,南京西路1號6樓之7之8及7樓之11之12,25810303,25.0524713628216,121.522084551173
POINT (121.528644625799 25.0518866183438),中山淨妍醫美診所,臺北市,中山區,南京東路2段20號3樓,0277296711,25.0518866183438,121.528644625799
POINT (121.524258720528 25.0632923318686),晴光中醫診所,臺北市,中山區,雙城街4巷2號1樓,(02)2597-6377,25.0632923318686,121.524258720528
POINT (121.548254301808 25.0808392545423),益壽堂中醫診所,臺北市,中山區,北安路569之1號1樓,02-85091151,25.0808392545423,121.548254301808
POINT (121.551676140391 25.0798686716534),柏克萊眼科診所,臺北市,中山區,明水路573號1樓,02-25330909,25.0798686716534,121.551676140391
POINT (121.534984104567 25.0618967786236),陽安日和齒顎矯正專科牙醫診所,臺北市,中山區,民權東路2段152巷2之1號2樓,02-25044633,25.0618967786236,121.534984104567
POINT (121.528644625799 25.0518866183438),粹究美學診所,臺北市,中山區,南京東路2段20號2樓,25363678,25.0518866183438,121.528644625799
POINT (121.547622829103 25.0819814288607),迪昇牙醫診所,臺北市,中山區,北安路595巷20弄3號1樓,02-25336399,25.0819814288607,121.547622829103
POINT (121.522343841031 25.0508805848596),伯樂牙醫診所,臺北市,中山區,中山北路1段101號(1、2樓)、101之1號(1樓),0225427930,25.0508805848596,121.522343841031
POINT (121.536174212192 25.0596154991433),禮凡牙醫診所,臺北市,中山區,建國北路二段186巷1號、188號,2692-6355,25.0596154991433,121.536174212192
POINT (121.524484284151 25.0538660517702),佳飛雅緻美學診所,臺北市,中山區,中山北路2段39巷18號(1、2樓),0225682578,25.0538660517702,121.524484284151
POINT (121.525776689286 25.0645381266197),慶生診所,臺北市,中山區,林森北路561號2樓之7及之8,25963456,25.0645381266197,121.525776689286
POINT (121.524404031884 25.064849368871),康心美婦診所,臺北市,中山區,農安街14號2樓、雙城街17之4號2樓,25971069,25.064849368871,121.524404031884
POINT (121.530189929318 25.051763901312),南京粹究美學診所,臺北市,中山區,南京東路2段62號10樓,,25.051763901312,121.530189929318
POINT (121.543862796587 25.0536076419698),卓越健康診所,臺北市,中山區,復興北路166號4樓,02-27186208,25.0536076419698,121.543862796587
POINT (121.529091312823 25.0627942619652),花漾國際美學診所,臺北市,中山區,民權東路2段21號3樓,25915777,25.0627942619652,121.529091312823
POINT (121.531084224083 25.0581096182486),斯林中醫診所,臺北市,中山區,民生東路2段95號(1樓),02-25819001,25.0581096182486,121.531084224083
POINT (121.529920670701 25.0518713505659),心湛美學診所,臺北市,中山區,南京東路2段60號12樓,0225816898,25.0518713505659,121.529920670701
POINT (121.560319350291 25.0801215001878),力安醫學診所,臺北市,中山區,樂群二路267號4樓,85022777,25.0801215001878,121.560319350291
POINT (121.530586653464 25.0476655996325),翡翠診所,臺北市,中山區,松江路38巷33號1樓,0225219998,25.0476655996325,121.530586653464
POINT (121.523243889866 25.0539051720414),晶華美醫診所,臺北市,中山區,中山北路2段39巷2之2號2、3、4樓,0225111000,25.0539051720414,121.523243889866
POINT (121.532950525289 25.0598093609328),MyHair生髮植鬍診所,臺北市,中山區,松江路276號7樓,(02)2571-8848,25.0598093609328,121.532950525289
POINT (121.530284093743 25.066099008125),吉林中醫診所,臺北市,中山區,吉林路428號(1樓),25986995,25.066099008125,121.530284093743
POINT (121.531848603621 25.0547255075588),中山全美診所,臺北市,中山區,長春路152號(1樓、2樓),(02)25213055,25.0547255075588,121.531848603621
POINT (121.525123997176 25.0581968162187),秀仁整形外科診所,臺北市,中山區,民生東路一段29號9樓之1,02-25995529.02-25117883,25.0581968162187,121.525123997176
POINT (121.542773557782 25.0483807929464),長安牙醫診所,臺北市,中山區,長安東路二段189之4號、189號2樓之4,02-27521512,25.0483807929464,121.542773557782
POINT (121.543954397179 25.0597795643869),新田身心診所,臺北市,中山區,復興北路344號2樓,02-25000301,25.0597795643869,121.543954397179
POINT (121.537477966357 25.0604986670688),泓采診所,臺北市,中山區,建國北路2段137號1樓,02-25083196,25.0604986670688,121.537477966357
POINT (121.557544027609 25.0801529250954),聚英尊爵視光眼科診所,臺北市,中山區,樂群二路173號1樓及187號2樓之1,85026011,25.0801529250954,121.557544027609
POINT (121.520959131697 25.0612051292443),祥瑞堂中醫診所,臺北市,中山區,天祥路24號,2521-9850,25.0612051292443,121.520959131697
POINT (121.533884192938 25.0483356263207),澤林毛髮診所,臺北市,中山區,長安東路二段78號6樓,02-25081059,25.0483356263207,121.533884192938
POINT (121.53300760791 25.0636553716181),新英格蘭診所,臺北市,中山區,松江路396號1樓,25966008,25.0636553716181,121.53300760791
POINT (121.522982133894 25.0621802908977),旭恩牙醫診所,臺北市,中山區,中山北路2段153號1樓,(02)2523-5180,25.0621802908977,121.522982133894
POINT (121.543388704278 25.0621539031168),漢補世家中醫診所,臺北市,中山區,民權東路3段80號(1樓、2樓),(02)2357-9111,25.0621539031168,121.543388704278
POINT (121.54273317901 25.0621571661997),台北維德診所,臺北市,中山區,民權東路3段66號(1、2樓),2518-3535,25.0621571661997,121.54273317901
POINT (121.530885743817 25.0547442638362),緻美牙醫診所,臺北市,中山區,長春路130之1號2樓,02-2522-2225,25.0547442638362,121.530885743817
POINT (121.52667039944 25.0548156877853),健誌牙醫診所,臺北市,中山區,長春路78號3樓、3樓之1、3樓之2,0223222966,25.0548156877853,121.52667039944
POINT (121.531581035354 25.0623384134322),科學中醫診所,臺北市,中山區,民權東路2段86號(1樓),(02)2562-6568,25.0623384134322,121.531581035354
POINT (121.53079665042 25.0518637861821),璞蘊整形外科診所,臺北市,中山區,南京東路2段76號5樓,25223127,25.0518637861821,121.53079665042
POINT (121.525934998462 25.0648299778664),聖璽中醫診所,臺北市,中山區,農安街26號2樓之1、2樓之2,02-25994386,25.0648299778664,121.525934998462
POINT (121.52431669707 25.0581997309136),春泉診所,臺北市,中山區,民生東路一段25號2樓,25237680,25.0581997309136,121.52431669707
POINT (121.537790781361 25.0661104623673),禾宇復健科診所,臺北市,中山區,龍江路356巷79號,25028100,25.0661104623673,121.537790781361
POINT (121.534193818433 25.0603934327282),玉山診所,臺北市,中山區,錦州街251號(實際營業:二層),25182105,25.0603934327282,121.534193818433
POINT (121.538965861371 25.0521552234346),高地植髮家診所,臺北市,中山區,南京東路三段91號2樓,02-25162006,25.0521552234346,121.538965861371
POINT (121.532182141202 25.0559304475951),雲門中醫診所,臺北市,中山區,松江路170巷12號,02-25410023,25.0559304475951,121.532182141202
POINT (121.543011628136 25.0797813337577),國防部醫務組牙醫診所,臺北市,中山區,北安路409號,8509-9756,25.0797813337577,121.543011628136
POINT (121.53133196607 25.0578418164254),林國榮中醫診所,臺北市,中山區,民生東路二段112號,0225626033,25.0578418164254,121.53133196607
POINT (121.525601721665 25.0664433843408),永暉診所,臺北市,中山區,林森北路612號3樓、614號3樓,0225959602,25.0664433843408,121.525601721665
POINT (121.553258957824 25.0832629048659),洛桑醫學診所,臺北市,中山區,敬業一路128巷28號4樓,8501-2812,25.0832629048659,121.553258957824
POINT (121.533659089548 25.051838125162),鈺璽診所,臺北市,中山區,南京東路二段132號4樓,25095569,25.051838125162,121.533659089548
POINT (121.548474772572 25.0813029092196),大直北安中醫診所,臺北市,中山區,北安路575號1樓,02-25329533,25.0813029092196,121.548474772572
POINT (121.548789879273 25.0825309140501),詹益偉耳鼻喉科診所,臺北市,中山區,北安路611號,2533-4711,25.0825309140501,121.548789879273
POINT (121.533522996902 25.0509353017326),學德堂中醫診所,臺北市,中山區,松江路97巷2之1號,02-25171171,25.0509353017326,121.533522996902
POINT (121.548802177998 25.0825814705948),固?診所,臺北市,中山區,北安路613號、595巷1號地下一層,25323036,25.0825814705948,121.548802177998
POINT (121.52640166631 25.0550232975383),承錡馬楷牙醫診所,臺北市,中山區,長春路65號2樓,25819091,25.0550232975383,121.52640166631
POINT (121.541035299089 25.0646100401676),星晴牙醫診所,臺北市,中山區,龍江路373號1樓,2516-1615,25.0646100401676,121.541035299089
POINT (121.543336700241 25.0621121811819),巴黎國際長春診所,臺北市,中山區,民權東路3段78號(實際營業地址:一層、二層),25010668,25.0621121811819,121.543336700241
POINT (121.531863930665 25.0518567608614),南京愛爾麗診所,臺北市,中山區,南京東路二段100號2樓,02-25238369,25.0518567608614,121.531863930665
POINT (121.543750142366 25.0575338720272),民生展欣眼科診所,臺北市,中山區,民生東路三段92號,(02)2501-7958,25.0575338720272,121.543750142366
POINT (121.525480350857 25.061351026931),正元中醫診所,臺北市,中山區,林森北路482號、484號,0225310589,25.061351026931,121.525480350857
POINT (121.558064400501 25.0801374986452),長木牙醫診所,臺北市,中山區,樂群二路185號,8501-2306,25.0801374986452,121.558064400501
POINT (121.543765394785 25.0497395803501),杰膚美診所,臺北市,中山區,復興北路50號2樓,02-87726625,25.0497395803501,121.543765394785
POINT (121.534397784282 25.048327699545),佑昇診所,臺北市,中山區,長安東路2段88號8樓、90號8樓,02-25176696,25.048327699545,121.534397784282
POINT (121.535279737381 25.0483172517505),生基婦產科診所,臺北市,中山區,長安東路二段108號2樓、2樓之1、2樓之2、2樓之3、2樓之4,02-25181388,25.0483172517505,121.535279737381
POINT (121.522740518586 25.0631717990642),爵世牙醫診所,臺北市,中山區,中山北路二段179號(實際開業樓層:一層及二層),0225911598,25.0631717990642,121.522740518586
POINT (121.523097712587 25.0584612582282),美麗晶華診所,臺北市,中山區,中山北路二段81之2號(實際營業樓層:一層、二層、三層),0225232313,25.0584612582282,121.523097712587
POINT (121.523703679665 25.051992269395),南西光澤診所,臺北市,中山區,南京東路一段24號7樓,02-25221509,25.051992269395,121.523703679665
POINT (121.553200005005 25.0822206241304),穆樂牙醫診所,臺北市,中山區,敬業二路69巷61號,8502-3823,25.0822206241304,121.553200005005
POINT (121.552834687302 25.0824753295149),小星星牙醫診所,臺北市,中山區,樂群三路56號7樓,8502-7313,25.0824753295149,121.552834687302
POINT (121.537523800146 25.0604491747467),麗星診所,臺北市,中山區,建國北路二段135號7樓,(02)2503-1696,25.0604491747467,121.537523800146
POINT (121.523517154123 25.0618027428685),虎林診所,臺北市,中山區,中山北路2段137巷1號5樓之26,(02)2523-0959,25.0618027428685,121.523517154123
POINT (121.528339665825 25.0544455394619),煥顏牙醫診所,臺北市,中山區,新生北路二段33巷9號,25812525,25.0544455394619,121.528339665825
POINT (121.561309397553 25.080956171873),李宜霖診所,臺北市,中山區,植福路296號、298號、308號3樓之5,02-26582669,25.080956171873,121.561309397553
POINT (121.526187910877 25.0519099776172),南京京都堂中醫診所,臺北市,中山區,南京東路一段100號、100號2樓,0225217581,25.0519099776172,121.526187910877
POINT (121.520998290925 25.0490631086968),馥林中醫診所,臺北市,中山區,中山北路一段82號6樓,0225219238,25.0490631086968,121.520998290925
POINT (121.522703906836 25.0519796871864),中山元晨診所,臺北市,中山區,中山北路1段145號(7樓),2567-7001,25.0519796871864,121.522703906836
POINT (121.553200005005 25.0822206241304),穆樂貳牙醫診所,臺北市,中山區,敬業二路69巷61號2樓,8502-3823,25.0822206241304,121.553200005005
POINT (121.540507172929 25.0606270554583),中山適康復健科診所,臺北市,中山區,龍江路268號、270號2樓之1,(02)2515-5150,25.0606270554583,121.540507172929
POINT (121.542773557782 25.0483807929464),敦北諾貝爾診所,臺北市,中山區,長安東路二段189號2樓之2,27525581,25.0483807929464,121.542773557782
POINT (121.523445393282 25.0555895221514),丹朵醫學診所,臺北市,中山區,長春路3巷13、15號,25635677,25.0555895221514,121.523445393282
POINT (121.523052749642 25.0572855520763),義美牙醫診所,臺北市,中山區,中山北路二段71號4樓,25611288,25.0572855520763,121.523052749642
POINT (121.548634015732 25.0808472958215),又喜明眼科診所,臺北市,中山區,北安路572號(實際營業樓層1樓、2樓),0930-406518,25.0808472958215,121.548634015732
POINT (121.528339665825 25.0544455394619),煥顏診所,臺北市,中山區,新生北路2段33巷9號1樓,0225812525,25.0544455394619,121.528339665825
POINT (121.521259068616 25.0625561654186),英皇美學牙醫診所,臺北市,中山區,民權西路38之2號(2樓),25410001,25.0625561654186,121.521259068616
POINT (121.549157928574 25.0814070881055),勝耀中醫診所,臺北市,中山區,北安路608巷4弄21號1樓,02-85095237,25.0814070881055,121.549157928574
POINT (121.521813755157 25.0525350414637),晶緻美學診所,臺北市,中山區,南京西路1之1號4樓,25816789,25.0525350414637,121.521813755157
POINT (121.522387116328 25.0529463623812),麗風堂中醫診所,臺北市,中山區,中山北路2段12號2樓,25113660,25.0529463623812,121.522387116328
POINT (121.553791381565 25.0850504007536),上質健康管理診所,臺北市,中山區,北安路780號6樓,02-85020222,25.0850504007536,121.553791381565
POINT (121.543340574944 25.051670873136),中美診所,臺北市,中山區,南京東路3段210號6樓,2751-7352,25.051670873136,121.543340574944
POINT (121.536383144286 25.0581134957006),初日診所,臺北市,中山區,民生東路2段163號3樓,(02)2507-5660,25.0581134957006,121.536383144286
POINT (121.53079665042 25.0518637861821),美麗線時尚診所,臺北市,中山區,南京東路2段76號2樓,02-25675000,25.0518637861821,121.53079665042
POINT (121.530394292524 25.0514918277794),勢喬牙醫診所,臺北市,中山區,松江路108巷29號2樓,02-25113196,25.0514918277794,121.530394292524
POINT (121.524101186048 25.0625213629523),台北佐登微爾醫美診所,臺北市,中山區,民權東路1段48號(1樓、2樓、2樓之1)、50號(1樓),02-25366895,25.0625213629523,121.524101186048
POINT (121.560559173577 25.0812372905155),裕見美牙醫診所,臺北市,中山區,樂群二路265巷28號（1、2、3樓）、30號（1、2、3樓）,02-85022680,25.0812372905155,121.560559173577
POINT (121.522954447717 25.0520290890819),不二親子牙醫診所,臺北市,中山區,南京東路1段2號3樓之1、3樓之3,02-25622777,25.0520290890819,121.522954447717
POINT (121.530458865824 25.054746492654),品傑牙醫診所,臺北市,中山區,長春路124號,25218190,25.054746492654,121.530458865824
POINT (121.521697871953 25.0525437321769),中山璀璨診所,臺北市,中山區,南京西路1之2號（實際營業地址：五層）,25719277,25.0525437321769,121.521697871953
POINT (121.522067856634 25.0658696380771),全人健康診所,臺北市,中山區,中山北路三段38號2樓,02-25993939,25.0658696380771,121.522067856634
POINT (121.533308578372 25.0542638530411),晨曦生活診所,臺北市,中山區,松江路131之3號,02-25166991,25.0542638530411,121.533308578372
POINT (121.533658762881 25.0485433347451),欣莘時尚美學診所,臺北市,中山區,長安東路2段63號2樓、63號2樓之1,25155385,25.0485433347451,121.533658762881
POINT (121.532948324829 25.0597466758586),品漾診所,臺北市,中山區,松江路274號6樓,(02)2568-3106,25.0597466758586,121.532948324829
POINT (121.532665001268 25.0578157891274),星誠牙醫診所,臺北市,中山區,民生東路二段160號、160號2樓,02-25361002,25.0578157891274,121.532665001268
POINT (121.530970357978 25.0522609669323),慕光牙醫診所,臺北市,中山區,南京東路二段75號（實際營業樓層：第一層、第二層),02-25119977,25.0522609669323,121.530970357978
POINT (121.548664220794 25.0820245895692),進安身心診所,臺北市,中山區,北安路593號、593號地下,02-25330726,25.0820245895692,121.548664220794
POINT (121.521374086787 25.0526043420396),黃雅芬兒童心智診所,臺北市,中山區,南京西路5之1號12樓之1,25675690,25.0526043420396,121.521374086787
POINT (121.5273384506 25.051881497373),星光整形外科診所,臺北市,中山區,南京東路一段138號3樓,25212710,25.051881497373,121.5273384506
POINT (121.521905963718 25.0576673526462),信安診所,臺北市,中山區,民生西路24號3樓,25118112,25.0576673526462,121.521905963718
POINT (121.532255719385 25.0612245606175),品君中醫診所,臺北市,中山區,松江路330巷15號,25312772,25.0612245606175,121.532255719385
POINT (121.523064026834 25.0682798845414),魅力必緹診所,臺北市,中山區,中山北路三段57號2樓,25997797,25.0682798845414,121.523064026834
POINT (121.533377386535 25.0598956650572),恆麗美型診所,臺北市,中山區,松江路273號3樓,2507-5276,25.0598956650572,121.533377386535
POINT (121.540717425759 25.0553131917194),龍江小兒科診所,臺北市,中山區,龍江路181－1號1樓,0225152433,25.0553131917194,121.540717425759
POINT (121.524242020255 25.0523568731902),瑞光眼科診所,臺北市,中山區,南京東路一段25號、25號2樓,25236949,25.0523568731902,121.524242020255
POINT (121.529032651187 25.0578716920974),博康牙醫診所,臺北市,中山區,民生東路2段38號(1樓),(02)25177810,25.0578716920974,121.529032651187
POINT (121.520949775412 25.0498924821901),延安中醫診所,臺北市,中山區,長安西路18號,25118517,25.0498924821901,121.520949775412
POINT (121.543073901772 25.0516772374912),鼎昌中醫診所,臺北市,中山區,南京東路3段200號3樓之2,02-27311069,25.0516772374912,121.543073901772
POINT (121.540667523092 25.0610054945864),陳世澤內科診所,臺北市,中山區,龍江路284－1號,0225014769,25.0610054945864,121.540667523092
POINT (121.54200896124 25.0620069861219),聚英視光眼科診所,臺北市,中山區,民權東路3段54、56號及56號4樓之1,2502-5091,25.0620069861219,121.54200896124
POINT (121.530796650873 25.0518637863135),曼都整形外科診所,臺北市,中山區,南京東路2段76號7樓,25681122,25.0518637863135,121.530796650873
POINT (121.541260894663 25.0470319309826),長安內外科診所,臺北市,中山區,八德路二段259號,2711-1000,25.0470319309826,121.541260894663
POINT (121.543809020168 25.0513628326104),風尚雅緻牙醫診所,臺北市,中山區,復興北路92號2樓之1、2樓之2,2711-1028,25.0513628326104,121.543809020168
POINT (121.52399172467 25.0519794448101),群英楊麗珍黃景昱皮膚科診所,臺北市,中山區,南京東路一段36號3樓,02-25678895,25.0519794448101,121.52399172467
POINT (121.520825845564 25.0487394610376),生技明生診所,臺北市,中山區,中山北路一段72號2樓、2樓之1、2樓之2,25629666,25.0487394610376,121.520825845564
POINT (121.522303645596 25.0632125543143),林丹薇診所,臺北市,中山區,中山北路二段162號4樓及4樓之1,25867873,25.0632125543143,121.522303645596
POINT (121.522303645596 25.0632125543143),吳佩臻診所,臺北市,中山區,中山北路二段162號4樓及4樓之1,25867873,25.0632125543143,121.522303645596
POINT (121.532862413154 25.0549779374988),施宏男復健科診所,臺北市,中山區,松江路158號3樓、3樓之1,02-25819995,25.0549779374988,121.532862413154
POINT (121.539884817381 25.0659166006874),哲民診所,臺北市,中山區,龍江路356巷24號,25026854,25.0659166006874,121.539884817381
POINT (121.531937862511 25.0530069102828),杜李威中醫診所,臺北市,中山區,松江路132巷9號,02-25813369,25.0530069102828,121.531937862511
POINT (121.53194578129 25.0526615457124),居仁堂中醫診所,臺北市,中山區,松江路124巷11號,2523-3022,25.0526615457124,121.53194578129
POINT (121.521374086787 25.0526043420396),好美醫美診所,臺北市,中山區,南京西路5之1號6樓,25713868,25.0526043420396,121.521374086787
POINT (121.538317170984 25.0541989936994),和美牙醫診所,臺北市,中山區,南京東路3段89巷27弄15號,02-25151882,25.0541989936994,121.538317170984
POINT (121.558702354827 25.0796870203132),詠生中醫診所,臺北市,中山區,樂群二路196號,85021050,25.0796870203132,121.558702354827
POINT (121.543536616424 25.061665039793),耘康復健科診所,臺北市,中山區,復興北路402巷8弄2號,2503-9119,25.061665039793,121.543536616424
POINT (121.528578502971 25.0647637479589),農安診所,臺北市,中山區,農安街62號,25978590,25.0647637479589,121.528578502971
POINT (121.533502298201 25.0648687967171),瀚仕診所,臺北市,中山區,松江路369號2樓,25015058,25.0648687967171,121.533502298201
POINT (121.535519513121 25.0603790520603),東仁中醫診所,臺北市,中山區,錦州街275號(實際營業地址:1樓及地下一層),(02)25033580,25.0603790520603,121.535519513121
POINT (121.536181545025 25.0526283858746),勤美悠植牙醫診所,臺北市,中山區,建國北路二段6巷3號,02-87732001,25.0526283858746,121.536181545025
POINT (121.548822986772 25.0826670496435),辰品牙醫診所,臺北市,中山區,北安路615號,25337111,25.0826670496435,121.548822986772
POINT (121.521636094284 25.0576382734263),雙連婦產科小兒科診所,臺北市,中山區,民生西路30號4樓,25502381,25.0576382734263,121.521636094284
POINT (121.524143820703 25.0578929056434),優視眼科診所,臺北市,中山區,民生東路一段30號2樓,25681718,25.0578929056434,121.524143820703
POINT (121.532752442588 25.0486813550169),安康復健科診所,臺北市,中山區,松江路54號2樓,(02)2567-9275,25.0486813550169,121.532752442588
POINT (121.530192561493 25.048647114749),陳博光教授診所,臺北市,中山區,長安東路二段1號1樓、2樓,(02)25316262,25.048647114749,121.530192561493
POINT (121.543809020187 25.0513628371244),心禾診所,臺北市,中山區,復興北路92號11樓之1,27506122,25.0513628371244,121.543809020187
POINT (121.525537584479 25.0643309548817),晴光診所,臺北市,中山區,林森北路556號,02-25853210,25.0643309548817,121.525537584479
POINT (121.520555587822 25.0606871632782),真幸福牙醫診所,臺北市,中山區,民權西路70巷47號,25310227,25.0606871632782,121.520555587822
POINT (121.521705294528 25.0522408435168),希望美醫診所,臺北市,中山區,南京西路8號8樓,25312210,25.0522408435168,121.521705294528
POINT (121.543797646292 25.0508995461913),花栗鼠牙醫診所,臺北市,中山區,復興北路78號2樓,02-27400169,25.0508995461913,121.543797646292
POINT (121.523867455584 25.0681174610201),全真堂中醫診所,臺北市,中山區,中山北路三段55巷7號(實際營業地址一層),02-25851317,25.0681174610201,121.523867455584
POINT (121.523796904268 25.0539068242155),晶點牙醫診所,臺北市,中山區,中山北路二段39巷10號2樓、2樓之1,02-25712576,25.0539068242155,121.523796904268
POINT (121.534916927814 25.0518295163921),陽光牙醫診所,臺北市,中山區,南京東路二段174號7樓,25181208,25.0518295163921,121.534916927814
POINT (121.5438052437 25.0512088467299),王倩梅中醫診所,臺北市,中山區,復興北路86號7樓之1,02-27520986,25.0512088467299,121.5438052437
POINT (121.543291076782 25.0544573111914),長春禾麗診所,臺北市,中山區,長春路380號3樓之1,8712-9687,25.0544573111914,121.543291076782
POINT (121.529455514123 25.0511125594472),台灣九芝堂中醫診所,臺北市,中山區,吉林路22巷7號,02-25319223,25.0511125594472,121.529455514123
POINT (121.543040940625 25.0498260650947),康卓牙醫診所,臺北市,中山區,朱崙街56號,27318331,25.0498260650947,121.543040940625
POINT (121.523887253451 25.058210067787),頤康美學牙醫診所,臺北市,中山區,民生東路一段13號2樓,02-25623222,25.058210067787,121.523887253451
POINT (121.543883647759 25.060859812641),創興診所,臺北市,中山區,復興北路378號地下二樓,2711-9559,25.060859812641,121.543883647759
POINT (121.567086870999 25.0511353763493),博康中醫診所,臺北市,松山區,南京東路五段280號,2762-9895,25.0511353763493,121.567086870999
POINT (121.550605040914 25.0519016117088),極光美學診所,臺北市,松山區,南京東路四段25號2樓,2547-5959,25.0519016117088,121.550605040914
POINT (121.563151367146 25.0516557028305),青花瓷養生中醫診所,臺北市,松山區,南京東路5段169號(2樓),37652278,25.0516557028305,121.563151367146
POINT (121.560362769148 25.0567858795049),陳炳堅內科診所,臺北市,松山區,延壽街327號,0227637199,25.0567858795049,121.560362769148
POINT (121.548471490894 25.0616895248929),高登牙醫診所,臺北市,松山區,民權東路三段166號1樓,0227188501,25.0616895248929,121.548471490894
POINT (121.554433157396 25.0514276421582),偉德牙醫診所,臺北市,松山區,南京東路四段106號2樓,0225781767,25.0514276421582,121.554433157396
POINT (121.563104630933 25.0607034357617),施牙醫診所,臺北市,松山區,三民路143號,0227668192,25.0607034357617,121.563104630933
POINT (121.556849167616 25.0513691930895),光泰牙醫診所,臺北市,松山區,南京東路四段172號,0225776567,25.0513691930895,121.556849167616
POINT (121.558103204343 25.0483418048579),吉聖牙醫診所,臺北市,松山區,八德路四段7號,0227678535,25.0483418048579,121.558103204343
POINT (121.566429521032 25.0511508821708),周牙醫診所,臺北市,松山區,南京東路五段256號,0227628420,25.0511508821708,121.566429521032
POINT (121.564505935095 25.0487338208466),健本牙醫診所,臺北市,松山區,八德路四段210－2號,0227626619,25.0487338208466,121.564505935095
POINT (121.566074108292 25.0517910969683),西松牙醫診所,臺北市,松山區,南京東路五段291巷4號,0227650819,25.0517910969683,121.566074108292
POINT (121.5655050064 25.0589007007972),丘牙醫診所,臺北市,松山區,民生東路五段222號,0227675801,25.0589007007972,121.5655050064
POINT (121.553414621841 25.0469595254501),固榮牙醫診所,臺北市,松山區,延吉街16號,0225795714,25.0469595254501,121.553414621841
POINT (121.545783077292 25.053733478008),麟翔牙醫診所,臺北市,松山區,慶城街24號2樓,0227177558,25.053733478008,121.545783077292
POINT (121.561602627102 25.051666207596),生春牙醫診所,臺北市,松山區,南京東路五段139號,0227658817,25.051666207596,121.561602627102
POINT (121.544919104575 25.0520256081881),崇民牙醫診所,臺北市,松山區,南京東路三段259號3樓,02 27152476,25.0520256081881,121.544919104575
