序號,據點名稱,據點地址,據點電話,lat,lon
452,財團法人一粒麥子社會福利慈善事業基金會,臺北市大同區光能里承德路2段33之1號1樓,02-23320669,25.0546795,121.5184019
453,慈濟松山環保教育站,臺北市松山區介壽里塔悠路214號,,25.0578412,121.5690265
454,慈濟信義吳興環保教育站,臺北市信義區西村里松仁路315巷14號1樓,,25.0230211,121.5709489
455,慈濟信義永吉環保站,臺北市信義區西村里虎林街212巷22號1樓,,25.0376722,121.5764862
456,慈濟信義英仁環保教育站(停用),臺北市信義區西村里中坡南路168巷2號,,25.0392717,121.5839852
457,慈濟大安臥龍環保教育站,臺北市大安區和安里臥龍街206號,,25.017826,121.551548
458,慈濟八德環保教育站,臺北市中山區中庄里八德路二段118號,,25.045941,121.5370697
459,慈濟大同環保站,臺北市大同區星明里延平北路四段237號,,25.07612,121.512106
460,慈濟中正萬華環保教育站,臺北市萬華區壽德里艋舺大道466號,,25.0276831,121.4898358
461,慈濟木柵環保教育站,臺北市文山區景行里木柵路5段100號-1,,24.99824,121.573145
462,慈濟文山興德環保教育站,臺北市文山區景行里興德路68-5號,,25.0049096,121.5586789
463,慈濟南港舊莊環保教育站,臺北市南港區舊莊里舊莊街一段290巷臨18號,,25.0344192,121.624048
464,慈濟內湖園區環保教育站,臺北市內湖區西湖里成功路五段168號,,25.0833796,121.6052859
465,慈濟石牌建泰環保教育站(停用),臺北市北投區建民里石牌路一段58巷37號,,25.1129412,121.5118563
466,慈濟關渡園區環保教育站(停用),臺北市北投區建民里大度路三段110號,,25.123259,121.4718611
467,慈濟天母環保教育站(停用),臺北市北投區建民里文林北路79-1號,,25.1057391,121.5167966
468,臺北市萬華區忠德里辦公處,臺北市萬華區忠德里東園街66巷24弄1號1樓,,25.0249875,121.4954841
469,社團法人臺北市文山區三福社區發展協會,臺北市文山區萬有里興隆路1段238之1號1樓,0988-622378,24.999017,121.5453128
470,臺北市中正區欣龍興社區發展協會,臺北市中正區龍興里三元街131號4樓(龍興區民活動中心),02-23032845 0917522883,25.0283,121.511
