WKT,醫療院所,縣市,鄉鎮市區,地址,電話
"POINT (121.476025960511 25.0906919264722)",永全牙醫診所,新北市,蘆洲區,民族路269號1樓,02 2881488
"POINT (121.480900000271 25.0878999997365)",鄭書?牙醫診所,新北市,蘆洲區,集賢路二二四巷五十四號一樓,02 2825789
"POINT (121.462435198755 25.0802900276568)",雙宏牙醫診所,新北市,蘆洲區,長安街76號1、2樓,〈02〉 28475031
"POINT (121.463761482346 25.0816444304447)",建德牙醫診所,新北市,蘆洲區,中華街13號,02 8479211
"POINT (121.479011332386 25.0844051551533)",信義牙醫診所,新北市,蘆洲區,信義路249號1樓,02 22895900
"POINT (121.458431514183 25.084448599852)",康福牙醫診所,新北市,蘆洲區,長安街二一八號一樓至二樓,"22885200"
"POINT (121.458622083789 25.0908523798334)",昌輝牙醫診所,新北市,蘆洲區,永平街二十七號,"0228486560"
"POINT (121.459223676696 25.0822377252004)",鴻昇診所,新北市,蘆洲區,中原路51號,"22893514"
"POINT (121.471429988036 25.0818726022461)",劉安邦耳鼻喉科診所,新北市,蘆洲區,中正路十三號,02 22819819
"POINT (121.471846219491 25.0853790998255)",林昭良耳鼻喉科診所,新北市,蘆洲區,復興路七十號,"0228484695"
"POINT (121.462349586724 25.0807375552518)",張眼科診所,新北市,蘆洲區,中華街63號2樓、67號2樓、69號2樓之2,02-82825563
"POINT (121.458890913738 25.0833853370669)",蘆洲成功耳鼻喉科診所,新北市,蘆洲區,長安街二五三號1樓2樓,"0282833588"
"POINT (121.473229832053 25.0809896004891)",李鴻圖診所,新北市,蘆洲區,成功路70號,02 2815636
"POINT (121.542702139688 25.056220537592)",上博牙醫診所,臺北市,中山區,興安街67號(1樓),2500-7007
"POINT (121.521813755157 25.0525350414637)",林佳瑩中醫診所,臺北市,中山區,南京西路1之1號3樓,02-25112227
"POINT (121.525436956869 25.061007464058)",四季和安婦幼診所,臺北市,中山區,林森北路452號地下1樓、458號及458號3樓、460號及460號2樓、錦州街23巷3號3樓,02-25677310
"POINT (121.523498464852 25.063778667483)",好日子診所,臺北市,中山區,中山北路二段183巷3之3號,"0225855201"
"POINT (121.522303645596 25.0632125543143)",周昱青診所,臺北市,中山區,中山北路二段162號4樓及4樓之1,"25867873"
"POINT (121.525050404909 25.0504282128934)",法緹美學時尚診所,臺北市,中山區,林森北路109號(實際營業地址：3樓),"25116199"
"POINT (121.548752791089 25.0823870814344)",景?復健科診所,臺北市,中山區,北安路607號、607之1號、595巷1號地下一層,"25323036"
"POINT (121.543929811251 25.0600699512936)",尚安診所,臺北市,中山區,復興北路350號3樓,"25185210"
"POINT (121.523703679658 25.0519922675894)",南西好萊塢診所,臺北市,中山區,南京東路一段24號3樓,2562-2701
"POINT (121.558312467722 25.0801428703318)",送子鳥11診所,臺北市,中山區,樂群二路187號1樓、189號1樓、189號2樓、189號2樓之1,2532-3357
"POINT (121.5439312501 25.0587849839759)",振芝心身醫學診所,臺北市,中山區,復興北路282號2樓,"55963919"
"POINT (121.536261357344 25.0485064064986)",黃大倫婦產科診所,臺北市,中山區,長安東路二段一三一之三號一樓二樓,"25006032"
"POINT (121.531426519518 25.0549552504698)",潘外科內科診所,臺北市,中山區,長春路135之1號2樓,"25711993"
"POINT (121.522326761682 25.0577191108874)",宏林診所,臺北市,中山區,民生西路6號、6號2樓、6號2樓之1,02-25618979
"POINT (121.540629374466 25.0592388133648)",劉雲祥診所,臺北市,中山區,龍江路246號,"0225036802"
"POINT (121.53443247408 25.048319345329)",木生婦幼診所,臺北市,中山區,長安東路二段90號1-4樓、88號4樓,02-25012312
"POINT (121.524409999872 25.0617100000357)",思雲診所,臺北市,中山區,中山北路二段137巷10號、地下室,"25713839"
"POINT (121.522835977364 25.0527495778484)",簡雅緻牙醫診所,臺北市,中山區,中山北路2段9號2樓、2樓之1、2樓之2,"25238553"
"POINT (121.543752784806 25.0492552413002)",旭恩復健科診所,臺北市,中山區,復興北路38號2樓,"27528654"
"POINT (121.525537584479 25.0643309548817)",采醫漾麗診所,臺北市,中山區,林森北路556號2樓,"25855580"
"POINT (121.556157988296 25.0795918210037)",英爵醫美診所,臺北市,中山區,敬業三路153號及155號,"85027286"
"POINT (121.523678142308 25.062552341703)",英皇牙醫診所,臺北市,中山區,民權東路1段24號及24號2、3樓,"25418811"
"POINT (121.530381925649 25.0612916862535)",長榮中醫診所,臺北市,中山區,吉林路245號1、2樓,02-25362018
"POINT (121.524340195283 25.0635603439205)",華城牙醫診所,臺北市,中山區,雙城街8號,2959-4773
"POINT (121.523887254461 25.0582100722974)",池明仁整形外科診所,臺北市,中山區,民生東路一段13號5樓,"0225223377"
"POINT (121.530544025286 25.0578508681667)",賴達三診所,臺北市,中山區,民生東路二段82號,"0225710685"
"POINT (121.522561242899 25.0602190194881)",中山實美整形外科診所,臺北市,中山區,中山北路二段106之2號4樓,"0227646921"
"POINT (121.530936481394 25.0582875568382)",榮星牙科診所,臺北市,中山區,民生東路二段93巷4號,"0225111659"
"POINT (121.53643530598 25.0534680174649)",峰茂牙醫診所,臺北市,中山區,建國北路二段36號,"0225084343"
"POINT (121.540827077087 25.0596066401984)",佳佳牙醫診所,臺北市,中山區,龍江路275號,"0225012828"
"POINT (121.549029911695 25.0837082570293)",莊宇龍診所,臺北市,中山區,北安路637號,02-25319998
"POINT (121.521151954445 25.0607737379959)",天籟牙醫診所,臺北市,中山區,天祥路5號及7號,"25677733"
"POINT (121.54365228094 25.0453091405002)",如意牙醫診所,臺北市,中山區,復興南路一段42號3樓,"27520796"
"POINT (121.532254944946 25.0522459930007)",景欣中醫診所,臺北市,中山區,南京東路二段95號2樓,"25683568"
"POINT (121.543965287173 25.0616851527503)",品澄牙醫診所,臺北市,中山區,復興北路400號2樓,"25038656"
"POINT (121.546100139121 25.0796989935061)",愛鄰診所,臺北市,中山區,北安路520之1號,"25322333"
"POINT (121.522369333553 25.0525834815351)",楊菘宇整形外科診所,臺北市,中山區,中山北路二段2號5樓,"25236655"
"POINT (121.522445853473 25.0540908965027)",北歐牙醫診所,臺北市,中山區,中山北路2段28之1號2樓,"25233363"
"POINT (121.521086133655 25.0575726921885)",佳禾骨科診所,臺北市,中山區,民生西路54號3樓,"25427171"
"POINT (121.533659089556 25.0518381269676)",溫崇凱中醫診所,臺北市,中山區,南京東路二段132號6樓,"25096633"
"POINT (121.523362691236 25.0641002164864)",陳正熹耳鼻喉科診所,臺北市,中山區,雙城街10巷18號1樓,"0225857518"
"POINT (121.531748869955 25.0578303843686)",如田診所,臺北市,中山區,民生東路二段一二八號一樓,"0225361100"
"POINT (121.524869544685 25.0617847059933)",鼎廬診所,臺北市,中山區,中山北路二段137巷37號1樓,"0225613376"
"POINT (121.530359478751 25.0598748865358)",德容聯合診所,臺北市,中山區,吉林路197號、197號2樓,"0225643076"
"POINT (121.521640914466 25.0599221577061)",簡富堅牙醫診所,臺北市,中山區,中山北路二段九十六巷二十七號之一,2541-0685
"POINT (121.529936800269 25.0507295407633)",佳醫牙醫診所,臺北市,中山區,吉林路18號2樓,"25362500"
"POINT (121.543883647755 25.0608598117383)",創健診所,臺北市,中山區,復興北路378號地下一層,02-5556-6789
"POINT (121.550981354114 25.078341036891)",禾森牙醫診所,臺北市,中山區,明水路475巷15號,"0225323799"
"POINT (121.528247541068 25.0484214184947)",立馨牙醫診所,臺北市,中山區,長安東路一段七十九號,"25677561"
"POINT (121.54778000025 25.0829900001742)",睿智牙醫診所,臺北市,中山區,北安路六二一巷二十五號,"25331837"
"POINT (121.533501345497 25.0643947850029)",臺北市立聯合醫院附設中山門診部,臺北市,中山區,松江路367號1樓,"0225014614"
"POINT (121.531267003066 25.0485870832373)",光華家醫科診所,臺北市,中山區,長安東路2段33號1樓,"25072342"
"POINT (121.534641375943 25.0645684503813)",東海牙醫診所,臺北市,中山區,農安街174號1樓,"0225047385"
"POINT (121.540625296729 25.0543853002488)",明新牙醫診所,臺北市,中山區,龍江路161號,"27131955"
"POINT (121.530115144115 25.0480680847886)",康寧牙醫診所,臺北市,中山區,新生北路一段五十一號五樓,"0225641505"
"POINT (121.527006876484 25.0512407321079)",康福牙醫診所,臺北市,中山區,南京東路一段132巷10號,"0225976100"
"POINT (121.543502202653 25.0574624788508)",民生承安診所,臺北市,中山區,民生東路3段90號1樓、2樓,02-25032633
"POINT (121.531280442541 25.0581073409035)",陳?輝診所,臺北市,中山區,民生東路二段103號,"0225221796"
"POINT (121.530863456862 25.0623612050842)",楊光榮嗓音耳鼻喉科診所,臺北市,中山區,民權東路二段56號(實際開業地址：1樓及2樓),"0225631398"
"POINT (121.534876028915 25.0488820457004)",劉宣彥診所,臺北市,中山區,伊通街十七之四號,"0225075561"
"POINT (121.530159573253 25.0614198567712)",輝雄診所,臺北市,中山區,吉林路300號1、2、3、4樓302號1、2、3、4樓,"0225602586"
"POINT (121.522619533551 25.0574470121814)",澄心診所,臺北市,中山區,中山北路二段82號2樓,"25230480"
"POINT (121.530757567486 25.0485955645766)",宏仁診所,臺北市,中山區,長安東路二段17號,"25713168"
"POINT (121.532939775653 25.0595329439084)",禾儒中醫診所,臺北市,中山區,松江路268號5樓,(02)2567-1380
"POINT (121.523659190833 25.0559066250214)",悠植牙醫診所,臺北市,中山區,中山北路2段59巷11號(1樓),"25031616"
"POINT (121.551240000105 25.0785700002525)",明水牙醫診所,臺北市,中山區,明水路三九七巷七弄六二號一樓,"0225320934"
"POINT (121.535204732701 25.0595216179046)",重九牙醫診所,臺北市,中山區,建國北路二段186巷20號1樓,"0225163663"
"POINT (121.542041334098 25.0478535390787)",亞太牙醫診所,臺北市,中山區,遼寧街24號,"0227511139"
"POINT (121.534298489722 25.0647809834466)",林源泉中醫診所,臺北市,中山區,農安街235號,"0225163046"
"POINT (121.523378503169 25.0539240991923)",微煦心靈診所,臺北市,中山區,中山北路二段39巷6號2樓之1,02-25312626
"POINT (121.537369875746 25.0521868253333)",魔法牙醫診所,臺北市,中山區,南京東路三段9號3樓,2502-1826
"POINT (121.534984104967 25.0618967786706)",杏慈診所,臺北市,中山區,民權東路二段152巷2之1號,"25013109"
"POINT (121.543502202653 25.0574624788508)",興安診所,臺北市,中山區,民生東路3段90號2樓、90號2樓之3,2505-2228
"POINT (121.522272493448 25.06332016646)",中山民權王耳鼻喉科診所,臺北市,中山區,中山北路二段166號之2,"25948759"
"POINT (121.523668805996 25.0548595471332)",四季花妍整形診所,臺北市,中山區,長春路16號5樓,02-25681906
"POINT (121.523147324962 25.0596009935141)",林錦榮牙醫診所,臺北市,中山區,中山北路二段99號3樓,"25415623"
"POINT (121.528156544826 25.051317564612)",吉安牙醫診所,臺北市,中山區,新生北路一段87號,"0225637480"
"POINT (121.542374616919 25.0473038993563)",傅牙醫診所,臺北市,中山區,八德路二段二九七號,"0227716701"
"POINT (121.542408268235 25.0520910322395)",普大牙醫診所,臺北市,中山區,南京東路3段195、197號2樓,"0227139471"
"POINT (121.542169713191 25.0602779290329)",大富牙醫診所,臺北市,中山區,錦州街421號,"0225015923"
"POINT (121.520477986119 25.0497168425499)",照安牙醫診所,臺北市,中山區,中山北路一段96巷25號,"0225715021"
"POINT (121.53507629538 25.048522801786)",大華牙醫診所,臺北市,中山區,長安東路二段101號2樓,"0225077896"
"POINT (121.531715022922 25.0483758649764)",佳慶牙醫診所,臺北市,中山區,長安東路二段40之1號2樓,"0225619678"
"POINT (121.529145345543 25.0645845298985)",瑞祥牙醫診所,臺北市,中山區,中原街151號,"0225978818"
"POINT (121.548967459736 25.0834577557499)",田青牙醫診所,臺北市,中山區,北安路六二九號一樓,"0225320993"
"POINT (121.533486526773 25.0604580315255)",豐正牙醫診所,臺北市,中山區,松江路289之802號,"0225712866"
"POINT (121.538712000141 25.0598229996726)",喜信牙醫診所,臺北市,中山區,合江街一四四巷八號,02 25029581
"POINT (121.525450443541 25.0601373673643)",蔡朝雄牙醫診所,臺北市,中山區,林森北路432號2樓之2,"0225712122"
"POINT (121.536393624796 25.0660887961368)",華齡牙醫診所,臺北市,中山區,建國北路三段101號2Ｆ,"0225021624"
"POINT (121.528796170135 25.0583648384941)",隆昌牙醫診所,臺北市,中山區,中原街48號2Ｆ,"0225210320"
"POINT (121.535838930761 25.0588809200553)",群嚮牙醫診所,臺北市,中山區,建國北路二段116巷5號,"25160689"
"POINT (121.538742828444 25.0603209744941)",崧江牙醫診所,臺北市,中山區,錦州街三二七號,"0225011945"
"POINT (121.523730018759 25.0648489852429)",黃大偉牙醫診所,臺北市,中山區,農安街12號2樓,"0225921382"
"POINT (121.523202888442 25.0510729798843)",陳均牙醫診所,臺北市,中山區,天津街六十二號三樓,02 25517302
"POINT (121.550544328018 25.0801016035189)",悅世牙醫診所,臺北市,中山區,明水路581巷25號,"25335220"
"POINT (121.523776791592 25.0548581822945)",恆美牙醫診所,臺北市,中山區,長春路20號10樓,02-25221690
"POINT (121.542142994459 25.0523616209592)",品誠牙醫診所,臺北市,中山區,遼寧街145號,"25460055"
"POINT (121.545750711266 25.0816332800253)",嚴牙醫診所,臺北市,中山區,大直街34巷14號,"0225059478"
"POINT (121.523176040264 25.0559161760648)",品維牙醫診所,臺北市,中山區,中山北路二段59巷1號2樓,"0225414349"
"POINT (121.549057112849 25.0838173709787)",偉格牙醫診所,臺北市,中山區,北安路639號,"0225330662"
"POINT (121.54137640172 25.0484060058122)",大千牙醫診所,臺北市,中山區,長安東路二段169-12號3樓之2,"0227523811"
"POINT (121.52243495915 25.0575597667533)",中二牙醫診所,臺北市,中山區,中山北路二段84巷1號3樓,"0225637402"
"POINT (121.523195902623 25.0548655400129)",上恩牙醫診所,臺北市,中山區,長春路四○八號三樓,"0227195789"
"POINT (121.543312988248 25.0475351711567)",景福牙醫診所,臺北市,中山區,八德路二段333號,"27817602"
"POINT (121.530390534472 25.0615520012347)",任惠民牙醫診所,臺北市,中山區,吉林路二五一號二樓,2521-8343 25075932
"POINT (121.532194459939 25.0623200964594)",印象牙醫診所,臺北市,中山區,民權東路二段一0八號,"25434000"
"POINT (121.539960000049 25.0537800002933)",遠見牙醫診所,臺北市,中山區,龍江路一二四巷二號,"25012868"
"POINT (121.540283333898 25.0471284415371)",健生牙醫診所,臺北市,中山區,龍江路二之四號,"0225422966"
"POINT (121.530720594211 25.053540876463)",三和牙醫診所,臺北市,中山區,四平街16號,"0225815658"
"POINT (121.526259238628 25.0548210688317)",欣林牙醫診所,臺北市,中山區,長春路62號2Ｆ,"0225636228"
"POINT (121.533943435633 25.0502733165176)",協和婦女醫院,臺北市,中山區,松江路85巷5號1234樓、93巷6號124樓,"0225072222"
"POINT (121.531640671466 25.0614598529621)",泰安醫院,臺北市,中山區,民權東路二段92巷2之1號(地下一樓至地上六樓),"0225375633"
"POINT (121.542717912708 25.0544702981179)",宇康復健科診所,臺北市,中山區,長春路368號2樓,"87121000"
"POINT (121.54317248661 25.0600997243886)",明誠診所,臺北市,中山區,錦州街446號,"25013380"
"POINT (121.535173733094 25.0529631626831)",至誠整形外科診所,臺北市,中山區,伊通街87巷3號,"25080022"
"POINT (121.530344407636 25.0587666429627)",富生婦產科診所,臺北市,中山區,吉林路157號,"0225812285"
"POINT (121.547650782717 25.0818665910473)",柏泉內科小兒科診所,臺北市,中山區,北安路595巷20弄5號,"0225331730"
"POINT (121.53049368088 25.057851046205)",歐婦產科診所,臺北市,中山區,民生東路二段80號,"0225631711"
"POINT (121.526670399562 25.0548156878072)",吳輝明婦產科診所,臺北市,中山區,長春路78號2Ｆ,"0225511234"
"POINT (121.523052749642 25.0572855520763)",李義男婦產科診所,臺北市,中山區,中山北路二段71號4樓,"0225239923"
"POINT (121.541214665549 25.0644455416833)",林錦祥耳鼻喉科診所,臺北市,中山區,五常街91號1樓,02 25053069
"POINT (121.520961748924 25.0612514439789)",周賢章耳鼻喉科診所,臺北市,中山區,天祥路26號,"0225213101"
"POINT (121.521905963718 25.0576673526462)",楊錦標神經科診所,臺北市,中山區,民生西路24號5樓,"0225615668"
"POINT (121.530298776483 25.0567387337495)",慶恩小兒科診所,臺北市,中山區,吉林路一一七號,"0225683199"
"POINT (121.533353805457 25.0535764445695)",王俊民皮膚科診所,臺北市,中山區,松江路一二七之一號三樓,"25091982"
"POINT (121.536600894063 25.0643926384861)",?新診所,臺北市,中山區,建國北路三段42號5樓、6樓,"0225070723"
"POINT (121.537774236871 25.0521811755689)",萌髮診所,臺北市,中山區,南京東路三段21號8樓,"25011383"
"POINT (121.522954447844 25.0520290894281)",李久恆整形外科診所,臺北市,中山區,南京東路一段2號6樓,"25318800"
"POINT (121.522835639304 25.053382297139)",雅得麗生活診所,臺北市,中山區,中山北路二段33號3樓,02-25239915
"POINT (121.525450443541 25.0601373673643)",青山診所,臺北市,中山區,林森北路432號2樓之3,"25810725"
"POINT (121.522206556397 25.0567663787646)",登彩整形外科診所,臺北市,中山區,中山北路二段62巷5號1樓,"25315762"
"POINT (121.530646579057 25.048597472387)",曾婦產科診所,臺北市,中山區,長安東路二段11之1號〈實際營業場所在一樓〉,"0225376712"
"POINT (121.531046284616 25.0634412457597)",陳家庭醫學科診所,臺北市,中山區,吉林路315巷18號,"0225981311"
"POINT (121.530318628948 25.0577364814493)",黃中豪婦產科診所,臺北市,中山區,吉林路131號2Ｆ,"0225516815"
"POINT (121.541109809261 25.0484137626309)",英政耳鼻喉科診所,臺北市,中山區,長安東路二段169之9號,"27512758"
"POINT (121.540307035678 25.0517392301453)",蔡仁雨皮膚科診所,臺北市,中山區,南京東路三段118號3樓,"25165661"
"POINT (121.540985783459 25.0564667853333)",寧康聯合診所,臺北市,中山區,龍江路209巷6之1號,"25013862"
"POINT (121.534397784003 25.0483277037271)",柏安診所,臺北市,中山區,長安東路二段88號10樓及90號10樓,"25019010"
"POINT (121.531331835202 25.0547424405418)",三代生物能牙醫診所,臺北市,中山區,長春路142之1號(實際營業:一層、二層),"25318280"
"POINT (121.534466544951 25.0587291393844)",松安牙醫診所,臺北市,中山區,松江路235巷32號1Ｆ,"0225160337"
"POINT (121.531538096098 25.0578424835679)",嘉新牙醫診所,臺北市,中山區,民生東路二段120號,"0225613838"
"POINT (121.532974081266 25.0613484969001)",綺麗嘉美型診所,臺北市,中山區,松江路338號(實際營業樓層:2、3樓),"25210010"
"POINT (121.540519739552 25.0486402699738)",景正牙醫診所,臺北市,中山區,龍江路31號1樓、4樓之1,02-27773113
"POINT (121.543045586251 25.0484059593784)",晏安診所,臺北市,中山區,長安東路二段189號之6,"0227729322"
"POINT (121.530169596638 25.0506974115355)",澄觀中醫診所,臺北市,中山區,吉林路23號1.2樓,"25235956"
"POINT (121.52561784671 25.0519175637505)",玩美數位牙醫診所,臺北市,中山區,南京東路一段86號3樓,"25811581"
"POINT (121.543663008631 25.0457706613546)",醫髮診所,臺北市,中山區,復興南路1段36之9號9樓、36之10號9樓,02-87125979
"POINT (121.553138973492 25.0817937308921)",金時診所,臺北市,中山區,敬業二路69巷20號1樓,02-85011980
"POINT (121.555365870799 25.080226433849)",美無極美學診所,臺北市,中山區,樂群二路103號、105號,"85020875"
"POINT (121.535550376943 25.0602284611381)",育仁診所,臺北市,中山區,錦州街286號,2503-5626
"POINT (121.546458421076 25.0794010437824)",上直診所,臺北市,中山區,北安路458巷41弄49號,
"POINT (121.54164673371 25.0659063105345)",晉宏診所,臺北市,中山區,復興北路514巷56號1樓,"25054727"
"POINT (121.541133408739 25.059381349644)",蔡瓊瑤眼科診所,臺北市,中山區,龍江路271巷6號,"0225059276"
"POINT (121.52232676167 25.057719108179)",翠真牙醫診所,臺北市,中山區,民生西路6號4樓之1,"0225115278"
"POINT (121.540891259799 25.0662555013217)",百年牙醫診所,臺北市,中山區,龍江路364號,"0225032805"
"POINT (121.537987274414 25.0523122544413)",大台北牙醫診所,臺北市,中山區,南京東路三段29號1樓,"25062275"
"POINT (121.54295792237 25.0563125892303)",聆心中醫診所,臺北市,中山區,興安街75號(1樓),(02)2517-9051
"POINT (121.542537086229 25.05447368162)",芯慈耳鼻喉科診所,臺北市,中山區,長春路364號,"0225048803"
"POINT (121.543976734681 25.0603987912327)",緻美堂中醫診所,臺北市,中山區,復興北路356號4樓,"25028633"
"POINT (120.66085137155 24.1403233903799)",安麗牙醫診所,臺中市,西區,五權西路一段120號1樓,04-23720823
"POINT (120.662105219562 24.1545173214817)",耕笙中醫診所,臺中市,西區,美村路一段33號,04 23209797
"POINT (120.651393402662 24.1460799408119)",信安中醫診所,臺中市,西區,大進街210號1樓,04 24716398
"POINT (120.663182346772 24.1568223812029)",藍寶美學牙醫診所,臺中市,西區,健行路1038號1、2樓,04-23263968
"POINT (120.661106674057 24.1367306824203)",高田牙醫診所,臺中市,西區,五權五街82-9號1樓,04-23769585
"POINT (120.653229061518 24.1491273904549)",台中全德中醫診所,臺中市,西區,東興路三段128號1樓,04-23106675
"POINT (120.655309112338 24.1398978055738)",曾憲彰耳鼻喉科診所,臺中市,西區,五權西路1段275號1樓,04-23786066
"POINT (120.65872502063 24.1353596988119)",黃尚志牙醫診所,臺中市,西區,五權西六街174、176號一樓,04 23719832
"POINT (120.657535580369 24.151277998653)",景仁牙醫診所,臺中市,西區,忠明南路一六五號一、二樓,04-23199911
"POINT (120.662849774608 24.1501953406686)",陳紹良整形外科診所,臺中市,西區,中興街183號5樓之2,04-23016301
"POINT (120.655782024305 24.1429873444978)",王中醫診所,臺中市,西區,大忠街5號1樓,"24727207"
"POINT (120.653135891033 24.1500135273418)",極光美學診所,臺中市,西區,東興路3段156號1樓,04-23205866
"POINT (120.655401895655 24.1398955861497)",展新診所,臺中市,西區,五權西路一段273號1、2樓,04-23780900
"POINT (120.662490725849 24.1348233685808)",台中悠美診所,臺中市,西區,五權西四街130號1、2樓,04-23783552
"POINT (120.658288718138 24.146518220863)",廖瓊玲婦產科診所,臺中市,西區,向上路一段291號1樓及2樓,04-23011617
"POINT (120.672397201804 24.1497558764768)",宏樺中醫診所,臺中市,西區,博館二街259號1樓,04-22065659
"POINT (120.660546545581 24.1398807743777)",尚品牙醫診所,臺中市,西區,五權西路一段133號1樓,04-23750091
"POINT (120.675929244442 24.1411437229104)",臺中市中西區衛生所,臺中市,西區,民權路105號,04-22223811
"POINT (120.657683187643 24.1491895906795)",祈霖中醫診所,臺中市,西區,公正路284號1樓,04-23023132
"POINT (120.67012868337 24.1471420625065)",佳福診所,臺中市,西區,民權路300號1樓、2樓,04-23011195
"POINT (120.673072445143 24.1359000846728)",林森醫院,臺中市,西區,三民路一段一五二號之一,04 22227800
"POINT (120.672240097705 24.1400158364619)",抱樸堂中醫診所,臺中市,西區,柳川東路2段196號1樓,04-2232-1150
"POINT (120.674368999154 24.1424401408599)",向日葵復健科診所,臺中市,西區,民權路161號1、2、3樓,04-22271717
"POINT (120.670667373711 24.1379040139583)",陳順清耳鼻喉科診所,臺中市,西區,林森路98－3、98－5號1樓,04 23730888
"POINT (120.657938861943 24.146868107141)",雙安耳鼻喉診所,臺中市,西區,向上路一段270號,04 23290805
"POINT (120.661522096472 24.1510352477579)",信望愛眼科診所,臺中市,西區,美村路一段138號1樓及2樓,04 23226652
"POINT (120.668201521477 24.1517902179463)",丁鴻志婦產科診所,臺中市,西區,臺灣大道2段181號3樓,04 3296291
"POINT (120.669767341256 24.1382457779653)",賴愈凱婦產科診所,臺中市,西區,柳川東路二段149號,04 23754637
"POINT (120.654215264088 24.146902424556)",向陽眼科診所,臺中市,西區,向上路一段438之1號,04-23286639
"POINT (120.661502634337 24.1362689999862)",芳生診所,臺中市,西區,美村路一段642號1樓,04-23724177
"POINT (120.736854511586 24.0851277534974)",莊明維診所,臺中市,西區,健行路一○○六號二樓之二,04-23264813
"POINT (120.660634365615 24.1468425224967)",劉增安診所,臺中市,西區,向上路一段188號,04 3211750
"POINT (120.670951845729 24.1377804742266)",洪義雄婦產科診所,臺中市,西區,樂群街108號,04 3727200
"POINT (120.6743989613 24.1480522644567)",吳岱治耳鼻喉科診所,臺中市,西區,成功路479號,04 2027323
"POINT (120.661833175488 24.1394250203814)",高小兒科診所,臺中市,西區,美村路一段565號1樓,04-23724465
"POINT (120.672766146062 24.1506051235366)",張輝營診所,臺中市,西區,西屯路一段112號,04 2271718
"POINT (120.672663714785 24.1510523301447)",蔡嘉恩外婦產科診所,臺中市,西區,日新街80號,04 2016422
"POINT (120.653194156791 24.1479321434654)",洪聰年牙醫診所,臺中市,西區,東興路三段92號,04 3259533
"POINT (120.667432941026 24.1413631722251)",佑全診所,臺中市,西區,五權路2-43號1、2樓,04-23725885
"POINT (120.660859609477 24.1593271529522)",新奇美診所,臺中市,西區,忠明路1號1、2樓,"23119885"
"POINT (120.668355597792 24.1501366607076)",實美整形外科診所,臺中市,西區,台中市大和路31、33號,04 3256200
"POINT (120.660076321007 24.1457360972061)",中美偕診所,臺中市,西區,中美街145號,04 3224008
"POINT (120.655463670259 24.1510047147006)",劉義昇診所,臺中市,西區,公益路238號,04 3101477
"POINT (120.671400499772 24.1422893108431)",林孟賢婦產科診所,臺中市,西區,民生路145之4號1Ｆ,04 22227755
"POINT (120.658617160456 24.1591493224786)",王道文聯合門診、王道文小兒科診所,臺中市,西區,太原路一段三十八號一樓,04 3277939
"POINT (120.651775633959 24.1469138532355)",周家齊診所,臺中市,西區,向上路一段508號一樓、二樓,04 3266611
"POINT (120.660790054734 24.1328508184294)",阮春閔小兒科診所,臺中市,西區,南屯路一段148號一樓,04 3757456
"POINT (120.656667043298 24.1470947754207)",陳耳鼻喉科診所,臺中市,西區,精誠22街44號,04 3258339
"POINT (120.666366201122 24.1468765494722)",廖長州婦產科診所,臺中市,西區,向上路一段40號之1,04 3262525
"POINT (120.661508808559 24.1445364015861)",世鴻耳鼻喉科診所,臺中市,西區,美村路一段380號1樓、382號1樓,04-23025534
"POINT (120.659230728224 24.1469092720248)",陳正和耳鼻喉科診所,臺中市,西區,向上路一段226號1Ｆ,04 3292729
"POINT (120.657885431586 24.1468679873907)",雙喜婦產科診所,臺中市,西區,向上路一段270之1號1、2、3樓,04-23019667
"POINT (120.658045426477 24.1468683459219)",三泰診所,臺中市,西區,向上路一段二六八號一、二樓,04 3295377
"POINT (120.668947846708 24.1401579322445)",張惠滿眼科診所,臺中市,西區,五廊街71號,04 3731231
"POINT (120.653856869783 24.1465101940834)",向上復健科診所,臺中市,西區,向上路一段四五一號二樓、四五三號一樓,04-24716768
"POINT (120.654845526878 24.1511082292692)",吳榮峰小兒科診所,臺中市,西區,公益路252號,04 3108006
"POINT (120.655711149273 24.1510052732017)",鄒幼君皮膚科診所,臺中市,西區,公益路226號,04 3224418
"POINT (120.66187174359 24.1474356024543)",健民婦產科診所,臺中市,西區,美村路一段279號,"0423016079"
"POINT (120.662377154918 24.1615392548035)",徐小兒科診所,臺中市,西區,華美西街一段206－1號,04-23170532、04-23134151
"POINT (120.672761995985 24.1508294187468)",黃俊卿診所,臺中市,西區,日新街77－1號,04 2013972
"POINT (120.666050811611 24.1477905975364)",存德中醫診所,臺中市,西區,模範街9巷11號1樓,04 3215888
"POINT (120.669768237823 24.1366133211757)",慶安中醫診所,臺中市,西區,樂群街158號,04 3729737
"POINT (120.672341785435 24.1380284378857)",廣榮中醫診所,臺中市,西區,大明街3號,04 2238078
"POINT (120.672842242792 24.1416489904315)",基安中醫診所,臺中市,西區,中華路一段3－3號,04 2225822
"POINT (120.661515474921 24.1488420243482)",崧安內外科中醫診所,臺中市,西區,美村路一段218號,04-23019663
"POINT (120.657078617845 24.1364830529631)",濟民中醫診所,臺中市,西區,忠明南路362號,04 3712169
"POINT (120.661316215175 24.1367052332533)",蔡順輝中醫診所,臺中市,西區,五權五街82之4號,04 3760341
"POINT (120.660044070882 24.1499302929175)",立全中醫診所,臺中市,西區,中美街319號一樓,04 3214931
